Fecha;Estacion;Año;PM10;PM2.5;NO2;O3;SO2;sub_PM10;sub_PM2.5;sub_NO2;sub_O3;sub_SO2;ICA_diario;Categoria_ICA
2018-12-27;Avda. Francia;2018;29;22;36.4744451003336;10;5;2;3;1;1;1;3;Regular
2018-12-28;Avda. Francia;2018;27;21;36.3784067232484;19;4;2;3;1;1;1;3;Regular
2018-12-29;Avda. Francia;2018;25;20;36;19;5;2;2;1;1;1;2;Razonablemente buena
2018-12-30;Avda. Francia;2018;20;15;35;17;6;1;2;1;1;1;2;Razonablemente buena
2018-12-31;Avda. Francia;2018;18;13;42;20;6;1;2;2;1;1;2;Razonablemente buena
2019-01-01;Avda. Francia;2019;22;18;38;20;6;2;2;1;1;1;2;Razonablemente buena
2019-01-02;Avda. Francia;2019;26;17;49;12;6;2;2;2;1;1;2;Razonablemente buena
2019-01-03;Avda. Francia;2019;37;23;53;10;6;2;3;2;1;1;3;Regular
2019-01-04;Avda. Francia;2019;32;22;46;16;5;2;3;2;1;1;3;Regular
2019-01-05;Avda. Francia;2019;33;25;36;21;5;2;3;1;1;1;3;Regular
2019-01-06;Avda. Francia;2019;32;22;35;22;5;2;3;1;1;1;3;Regular
2019-01-07;Avda. Francia;2019;34;19;55;17;6;2;2;2;1;1;2;Razonablemente buena
2019-01-08;Avda. Francia;2019;36;26;47;19;5;2;4;2;1;1;4;Desfavorable
2019-01-09;Avda. Francia;2019;34.6954159576496;22.4603064153438;53.8478171901216;21.0150525741168;5.04272316487142;2;3;2;1;1;3;Regular
2019-01-10;Avda. Francia;2019;34.2207394875629;19.3341641088783;58.2369104287762;22.4536963464704;4.97285064962101;2;2;2;1;1;2;Razonablemente buena
2019-01-11;Avda. Francia;2019;36;16;66;25;5;2;2;2;1;1;2;Razonablemente buena
2019-01-12;Avda. Francia;2019;28;18;63;26;5;2;2;2;1;1;2;Razonablemente buena
2019-01-13;Avda. Francia;2019;22;14;54;25;5;2;2;2;1;1;2;Razonablemente buena
2019-01-14;Avda. Francia;2019;25;14;49.0034074560547;15;5;2;2;2;1;1;2;Razonablemente buena
2019-01-15;Avda. Francia;2019;35;22;43.5688445735876;9;6;2;3;2;1;1;3;Regular
2019-01-16;Avda. Francia;2019;50;38;38.1342816911206;13;5;3;4;1;1;1;4;Desfavorable
2019-01-17;Avda. Francia;2019;63;44;34;10;3;4;4;1;1;1;4;Desfavorable
2019-01-18;Avda. Francia;2019;29;17;25;20;3;2;2;1;1;1;2;Razonablemente buena
2019-01-19;Avda. Francia;2019;22;16;13;33;3;2;2;1;1;1;2;Razonablemente buena
2019-01-20;Avda. Francia;2019;19;15;13;28;3;1;2;1;1;1;2;Razonablemente buena
2019-01-21;Avda. Francia;2019;12;6;18;33;3;1;1;1;1;1;1;Buena
2019-01-22;Avda. Francia;2019;12;8;21.1979820839502;41;3;1;1;1;1;1;1;Buena
2019-01-23;Avda. Francia;2019;19;5;24.277687440371;46;3;1;1;1;1;1;1;Buena
2019-01-24;Avda. Francia;2019;13;3;27.3573927967918;60;3;1;1;1;2;1;2;Razonablemente buena
2019-01-25;Avda. Francia;2019;7;3;30.4370981532127;47;3;1;1;1;1;1;1;Buena
2019-01-26;Avda. Francia;2019;18;13;38;28;3;1;2;1;1;1;2;Razonablemente buena
2019-01-27;Avda. Francia;2019;12;6;26;46;3;1;1;1;1;1;1;Buena
2019-01-28;Avda. Francia;2019;14;5;30;40;3;1;1;1;1;1;1;Buena
2019-01-29;Avda. Francia;2019;16;7;18;44;3;1;1;1;1;1;1;Buena
2019-01-30;Avda. Francia;2019;14;6;19;45;3;1;1;1;1;1;1;Buena
2019-01-31;Avda. Francia;2019;14;3;10;49;3;1;1;1;1;1;1;Buena
2019-02-01;Avda. Francia;2019;17;4;7;63;3;1;1;1;2;1;2;Razonablemente buena
2019-02-02;Avda. Francia;2019;17;4;4;68;3;1;1;1;2;1;2;Razonablemente buena
2019-02-03;Avda. Francia;2019;16;4;2;69;4;1;1;1;2;1;2;Razonablemente buena
2019-02-04;Avda. Francia;2019;18;9;30;36;4;1;1;1;1;1;1;Buena
2019-02-05;Avda. Francia;2019;31;18;40;20;4;2;2;1;1;1;2;Razonablemente buena
2019-02-06;Avda. Francia;2019;34;23;43;15;4;2;3;2;1;1;3;Regular
2019-02-07;Avda. Francia;2019;39;29;37;19;4;2;4;1;1;1;4;Desfavorable
2019-02-08;Avda. Francia;2019;45;36;47;26;4.12385093054518;3;4;2;1;1;4;Desfavorable
2019-02-09;Avda. Francia;2019;45;38;49;25;4.21300443442786;3;4;2;1;1;4;Desfavorable
2019-02-10;Avda. Francia;2019;23;14;24;46;4.30215793831053;2;2;1;1;1;2;Razonablemente buena
2019-02-11;Avda. Francia;2019;17;9;43;38;4.39131144219321;1;1;2;1;1;2;Razonablemente buena
2019-02-12;Avda. Francia;2019;20;11;53;29;4.48046494607588;1;2;2;1;1;2;Razonablemente buena
2019-02-13;Avda. Francia;2019;25;15;43;38;4;2;2;2;1;1;2;Razonablemente buena
2019-02-14;Avda. Francia;2019;19;12;39;48;5;1;2;1;1;1;2;Razonablemente buena
2019-02-15;Avda. Francia;2019;30;22;43;43;4;2;3;2;1;1;3;Regular
2019-02-16;Avda. Francia;2019;34;28;37;49;5;2;4;1;1;1;4;Desfavorable
2019-02-17;Avda. Francia;2019;19;15;29;54;4;1;2;1;2;1;2;Razonablemente buena
2019-02-18;Avda. Francia;2019;27;20;36;57;5;2;2;1;2;1;2;Razonablemente buena
2019-02-19;Avda. Francia;2019;36;27;40;53;6;2;4;1;2;1;4;Desfavorable
2019-02-20;Avda. Francia;2019;36;27;42;52;6;2;4;2;2;1;4;Desfavorable
2019-02-21;Avda. Francia;2019;50;38;54;35;6;3;4;2;1;1;4;Desfavorable
2019-02-22;Avda. Francia;2019;76;44;79;19;9;4;4;2;1;1;4;Desfavorable
2019-02-23;Avda. Francia;2019;55;32;54;35;8;4;4;2;1;1;4;Desfavorable
2019-02-24;Avda. Francia;2019;46;32;42;54;8;3;4;2;2;1;4;Desfavorable
2019-02-25;Avda. Francia;2019;44;31;54;36;6.19062568795186;3;4;2;1;1;4;Desfavorable
2019-02-26;Avda. Francia;2019;44;26;66;33;6.02281910706769;3;4;2;1;1;4;Desfavorable
2019-02-27;Avda. Francia;2019;57;27;80;27;5.85501252618353;4;4;2;1;1;4;Desfavorable
2019-02-28;Avda. Francia;2019;52;25;71;34;5.68720594529937;4;3;2;1;1;4;Desfavorable
2019-03-01;Avda. Francia;2019;46;30;65;41;5;3;4;2;1;1;4;Desfavorable
2019-03-02;Avda. Francia;2019;48;29;60;41;5;3;4;2;1;1;4;Desfavorable
2019-03-03;Avda. Francia;2019;28;16;47;44;4;2;2;2;1;1;2;Razonablemente buena
2019-03-04;Avda. Francia;2019;37;11;31;53;3;2;2;1;2;1;2;Razonablemente buena
2019-03-05;Avda. Francia;2019;26;17;31;55;5;2;2;1;2;1;2;Razonablemente buena
2019-03-06;Avda. Francia;2019;44;27;46;32;6;3;4;2;1;1;4;Desfavorable
2019-03-07;Avda. Francia;2019;12;6;24;55;5;1;1;1;2;1;2;Razonablemente buena
2019-03-08;Avda. Francia;2019;17;10;38;45;6;1;1;1;1;1;1;Buena
2019-03-09;Avda. Francia;2019;26;15;40;46;7;2;2;1;1;1;2;Razonablemente buena
2019-03-10;Avda. Francia;2019;25;17;37;45;7;2;2;1;1;1;2;Razonablemente buena
2019-03-11;Avda. Francia;2019;31;16;41;39;7;2;2;2;1;1;2;Razonablemente buena
2019-03-12;Avda. Francia;2019;31;18;42;37;7;2;2;2;1;1;2;Razonablemente buena
2019-03-13;Avda. Francia;2019;30;16;34;46;6;2;2;1;1;1;2;Razonablemente buena
2019-03-14;Avda. Francia;2019;21;9;33;50;7;2;1;1;1;1;2;Razonablemente buena
2019-03-15;Avda. Francia;2019;38;18;47;38;7;2;2;2;1;1;2;Razonablemente buena
2019-03-16;Avda. Francia;2019;38;28;32;57;6;2;4;1;2;1;4;Desfavorable
2019-03-17;Avda. Francia;2019;41;24;27;64;6;3;3;1;2;1;3;Regular
2019-03-18;Avda. Francia;2019;18;10;14;69;6;1;1;1;2;1;2;Razonablemente buena
2019-03-19;Avda. Francia;2019;19;13;10;72;6;1;2;1;2;1;2;Razonablemente buena
2019-03-20;Avda. Francia;2019;19;14;16;63;6;1;2;1;2;1;2;Razonablemente buena
2019-03-21;Avda. Francia;2019;26;15;23;74;7;2;2;1;2;1;2;Razonablemente buena
2019-03-22;Avda. Francia;2019;31;18;35;77;5.29828579587395;2;2;1;2;1;2;Razonablemente buena
2019-03-23;Avda. Francia;2019;35;25;38;71;5.05416263026253;2;3;1;2;1;3;Regular
2019-03-24;Avda. Francia;2019;31;24;29;59;4.81003946465111;2;3;1;2;1;3;Regular
2019-03-25;Avda. Francia;2019;36;24;44;49;3;2;3;2;1;1;3;Regular
2019-03-26;Avda. Francia;2019;31;20;32;61;3;2;2;1;2;1;2;Razonablemente buena
2019-03-27;Avda. Francia;2019;25;14;30;67;5;2;2;1;2;1;2;Razonablemente buena
2019-03-28;Avda. Francia;2019;25;15;28;74;4;2;2;1;2;1;2;Razonablemente buena
2019-03-29;Avda. Francia;2019;21;14;23;84;4;2;2;1;2;1;2;Razonablemente buena
2019-03-30;Avda. Francia;2019;21;16;17;87;4;2;2;1;2;1;2;Razonablemente buena
2019-03-31;Avda. Francia;2019;18;16;13;79;4;1;2;1;2;1;2;Razonablemente buena
2019-04-01;Avda. Francia;2019;23;18;26;68;4;2;2;1;2;1;2;Razonablemente buena
2019-04-02;Avda. Francia;2019;32;27;51;25;4;2;4;2;1;1;4;Desfavorable
2019-04-03;Avda. Francia;2019;20;13;28;59;4;1;2;1;2;1;2;Razonablemente buena
2019-04-04;Avda. Francia;2019;14;7;23;65;5;1;1;1;2;1;2;Razonablemente buena
2019-04-05;Avda. Francia;2019;17;12;30;43;4;1;2;1;1;1;2;Razonablemente buena
2019-04-06;Avda. Francia;2019;5;3;13;62;4;1;1;1;2;1;2;Razonablemente buena
2019-04-07;Avda. Francia;2019;4;3;9;69;4;1;1;1;2;1;2;Razonablemente buena
2019-04-08;Avda. Francia;2019;7;4;18;55;4;1;1;1;2;1;2;Razonablemente buena
2019-04-09;Avda. Francia;2019;10;4;16;69;4;1;1;1;2;1;2;Razonablemente buena
2019-04-10;Avda. Francia;2019;7;3;22;62;4;1;1;1;2;1;2;Razonablemente buena
2019-04-11;Avda. Francia;2019;18;8;36;59;6;1;1;1;2;1;2;Razonablemente buena
2019-04-12;Avda. Francia;2019;19;11;29;74;5;1;2;1;2;1;2;Razonablemente buena
2019-04-13;Avda. Francia;2019;25;18;31;75;6;2;2;1;2;1;2;Razonablemente buena
2019-04-14;Avda. Francia;2019;20;12;19;91;4;1;2;1;2;1;2;Razonablemente buena
2019-04-15;Avda. Francia;2019;30;20;14;99;4;2;2;1;2;1;2;Razonablemente buena
2019-04-16;Avda. Francia;2019;28;21;15;90;4;2;3;1;2;1;3;Regular
2019-04-17;Avda. Francia;2019;23;17;13;89;4;2;2;1;2;1;2;Razonablemente buena
2019-04-18;Avda. Francia;2019;23;18;10;82;3;2;2;1;2;1;2;Razonablemente buena
2019-04-19;Avda. Francia;2019;20;17;9;82;4;1;2;1;2;1;2;Razonablemente buena
2019-04-20;Avda. Francia;2019;37;25;7;115;4;2;3;1;3;1;3;Regular
2019-04-21;Avda. Francia;2019;33;22;7;105;6;2;3;1;3;1;3;Regular
2019-04-22;Avda. Francia;2019;35;25;27;49;3;2;3;1;1;1;3;Regular
2019-04-23;Avda. Francia;2019;23;16;31;51;4;2;2;1;2;1;2;Razonablemente buena
2019-04-24;Avda. Francia;2019;9;4;14;85;5;1;1;1;2;1;2;Razonablemente buena
2019-04-25;Avda. Francia;2019;11;6;16;74;4.31507614271274;1;1;1;2;1;2;Razonablemente buena
2019-04-26;Avda. Francia;2019;12;6;19;69;5;1;1;1;2;1;2;Razonablemente buena
2019-04-27;Avda. Francia;2019;16;10;27;60;6;1;1;1;2;1;2;Razonablemente buena
2019-04-28;Avda. Francia;2019;13;10;13;73;3;1;1;1;2;1;2;Razonablemente buena
2019-04-29;Avda. Francia;2019;19;14;14;73;3;1;2;1;2;1;2;Razonablemente buena
2019-04-30;Avda. Francia;2019;20;14;16;62;4;1;2;1;2;1;2;Razonablemente buena
2019-05-01;Avda. Francia;2019;18;13;8;73;3;1;2;1;2;1;2;Razonablemente buena
2019-05-02;Avda. Francia;2019;16;12;18;65;4;1;2;1;2;1;2;Razonablemente buena
2019-05-03;Avda. Francia;2019;20;14;23;55;5;1;2;1;2;1;2;Razonablemente buena
2019-05-04;Avda. Francia;2019;13;9;16;67;4;1;1;1;2;1;2;Razonablemente buena
2019-05-05;Avda. Francia;2019;12;8;9;89;4;1;1;1;2;1;2;Razonablemente buena
2019-05-06;Avda. Francia;2019;17;11;17;69;4;1;2;1;2;1;2;Razonablemente buena
2019-05-07;Avda. Francia;2019;32;25;22;66;5;2;3;1;2;1;3;Regular
2019-05-08;Avda. Francia;2019;26;14;15;50;3;2;2;1;1;1;2;Razonablemente buena
2019-05-09;Avda. Francia;2019;10;4;14;60;4;1;1;1;2;1;2;Razonablemente buena
2019-05-10;Avda. Francia;2019;12;6;15;49;4;1;1;1;1;1;1;Buena
2019-05-11;Avda. Francia;2019;13;10;10;84;4;1;1;1;2;1;2;Razonablemente buena
2019-05-12;Avda. Francia;2019;14;10;20;60;4;1;1;1;2;1;2;Razonablemente buena
2019-05-13;Avda. Francia;2019;15;10;12;84;3;1;1;1;2;1;2;Razonablemente buena
2019-05-14;Avda. Francia;2019;28;13;19;79;3;2;2;1;2;1;2;Razonablemente buena
2019-05-15;Avda. Francia;2019;28;16;14;87;4;2;2;1;2;1;2;Razonablemente buena
2019-05-16;Avda. Francia;2019;24;13;14;95;4;2;2;1;2;1;2;Razonablemente buena
2019-05-17;Avda. Francia;2019;17;6;10;87;4;1;1;1;2;1;2;Razonablemente buena
2019-05-18;Avda. Francia;2019;10;6;12;77;5;1;1;1;2;1;2;Razonablemente buena
2019-05-19;Avda. Francia;2019;9;6;15;68;6;1;1;1;2;1;2;Razonablemente buena
2019-05-20;Avda. Francia;2019;10;6;15;79;5;1;1;1;2;1;2;Razonablemente buena
2019-05-21;Avda. Francia;2019;17;11;20;66;5;1;2;1;2;1;2;Razonablemente buena
2019-05-22;Avda. Francia;2019;17;13;16;68;5;1;2;1;2;1;2;Razonablemente buena
2019-05-23;Avda. Francia;2019;21;15;22;71;4;2;2;1;2;1;2;Razonablemente buena
2019-05-24;Avda. Francia;2019;18;15;23;70;3;1;2;1;2;1;2;Razonablemente buena
2019-05-25;Avda. Francia;2019;12;9;16;64;3;1;1;1;2;1;2;Razonablemente buena
2019-05-26;Avda. Francia;2019;10;7;17;57;5;1;1;1;2;1;2;Razonablemente buena
2019-05-27;Avda. Francia;2019;20;14;20;65;4;1;2;1;2;1;2;Razonablemente buena
2019-05-28;Avda. Francia;2019;20;13;28;50;5;1;2;1;1;1;2;Razonablemente buena
2019-05-29;Avda. Francia;2019;11;5;14;70;5;1;1;1;2;1;2;Razonablemente buena
2019-05-30;Avda. Francia;2019;22;11;24;49;5;2;2;1;1;1;2;Razonablemente buena
2019-05-31;Avda. Francia;2019;22;12;21;60;5;2;2;1;2;1;2;Razonablemente buena
2019-06-01;Avda. Francia;2019;16;9;17;65;7;1;1;1;2;1;2;Razonablemente buena
2019-06-02;Avda. Francia;2019;12;7;15;78;6;1;1;1;2;1;2;Razonablemente buena
2019-06-03;Avda. Francia;2019;23;10;16;80;3;2;1;1;2;1;2;Razonablemente buena
2019-06-04;Avda. Francia;2019;22;15;14;72;4;2;2;1;2;1;2;Razonablemente buena
2019-06-05;Avda. Francia;2019;33;14;15;75;4;2;2;1;2;1;2;Razonablemente buena
2019-06-06;Avda. Francia;2019;15;9;11;71;4;1;1;1;2;1;2;Razonablemente buena
2019-06-07;Avda. Francia;2019;23;11;12;77;4;2;2;1;2;1;2;Razonablemente buena
2019-06-08;Avda. Francia;2019;32;14;6;81;4;2;2;1;2;1;2;Razonablemente buena
2019-06-09;Avda. Francia;2019;22;10;11;77;4;2;1;1;2;1;2;Razonablemente buena
2019-06-10;Avda. Francia;2019;19;10;12;83;4;1;1;1;2;1;2;Razonablemente buena
2019-06-11;Avda. Francia;2019;26;11;10;76;4;2;2;1;2;1;2;Razonablemente buena
2019-06-12;Avda. Francia;2019;10;5;8;77;4;1;1;1;2;1;2;Razonablemente buena
2019-06-13;Avda. Francia;2019;14;7;8;78;5;1;1;1;2;1;2;Razonablemente buena
2019-06-14;Avda. Francia;2019;31;14;19;68;4;2;2;1;2;1;2;Razonablemente buena
2019-06-15;Avda. Francia;2019;23;9;11;92;5;2;1;1;2;1;2;Razonablemente buena
2019-06-16;Avda. Francia;2019;22;14;10;72;4;2;2;1;2;1;2;Razonablemente buena
2019-06-17;Avda. Francia;2019;24;15;14;66;4;2;2;1;2;1;2;Razonablemente buena
2019-06-18;Avda. Francia;2019;22;14;16;65;4;2;2;1;2;1;2;Razonablemente buena
2019-06-19;Avda. Francia;2019;22;15;13;73;4;2;2;1;2;1;2;Razonablemente buena
2019-06-20;Avda. Francia;2019;28;20;9;74;3;2;2;1;2;1;2;Razonablemente buena
2019-06-21;Avda. Francia;2019;19;14;7;77;4;1;2;1;2;1;2;Razonablemente buena
2019-06-22;Avda. Francia;2019;17;13;9;71;4;1;2;1;2;1;2;Razonablemente buena
2019-06-23;Avda. Francia;2019;20;14;10;68;4;1;2;1;2;1;2;Razonablemente buena
2019-06-24;Avda. Francia;2019;19;13;7;73;4;1;2;1;2;1;2;Razonablemente buena
2019-06-25;Avda. Francia;2019;29;19;9;64;3;2;2;1;2;1;2;Razonablemente buena
2019-06-26;Avda. Francia;2019;30;19;8;80;4;2;2;1;2;1;2;Razonablemente buena
2019-06-27;Avda. Francia;2019;24;15;18;80;4;2;2;1;2;1;2;Razonablemente buena
2019-06-28;Avda. Francia;2019;36;16;32;63;5;2;2;1;2;1;2;Razonablemente buena
2019-06-29;Avda. Francia;2019;27;13;28;66;5;2;2;1;2;1;2;Razonablemente buena
2019-06-30;Avda. Francia;2019;24;15;20;74;5;2;2;1;2;1;2;Razonablemente buena
2019-07-01;Avda. Francia;2019;35;22;14;66;4;2;3;1;2;1;3;Regular
2019-07-02;Avda. Francia;2019;27;18;10;74;3;2;2;1;2;1;2;Razonablemente buena
2019-07-03;Avda. Francia;2019;26;15;18;69;5;2;2;1;2;1;2;Razonablemente buena
2019-07-04;Avda. Francia;2019;26;15;19;66;3;2;2;1;2;1;2;Razonablemente buena
2019-07-05;Avda. Francia;2019;32;21;19;56;5;2;3;1;2;1;3;Regular
2019-07-06;Avda. Francia;2019;43;27;13;52;3;3;4;1;2;1;4;Desfavorable
2019-07-07;Avda. Francia;2019;45;25;18;54;4;3;3;1;2;1;3;Regular
2019-07-08;Avda. Francia;2019;42;25;22;48;3;3;3;1;1;1;3;Regular
2019-07-09;Avda. Francia;2019;30;17;16;70;3;2;2;1;2;1;2;Razonablemente buena
2019-07-10;Avda. Francia;2019;24;14;14;66;3;2;2;1;2;1;2;Razonablemente buena
2019-07-11;Avda. Francia;2019;28;16;17;63;4;2;2;1;2;1;2;Razonablemente buena
2019-07-12;Avda. Francia;2019;27;14;16;68;4;2;2;1;2;1;2;Razonablemente buena
2019-07-13;Avda. Francia;2019;18;11;11;68;3;1;2;1;2;1;2;Razonablemente buena
2019-07-14;Avda. Francia;2019;16;10;7;67;3;1;1;1;2;1;2;Razonablemente buena
2019-07-15;Avda. Francia;2019;23;13;11;64;4;2;2;1;2;1;2;Razonablemente buena
2019-07-16;Avda. Francia;2019;18;11;7;71;3;1;2;1;2;1;2;Razonablemente buena
2019-07-17;Avda. Francia;2019;17;9;6;78;3;1;1;1;2;1;2;Razonablemente buena
2019-07-18;Avda. Francia;2019;14;8;9;72;4;1;1;1;2;1;2;Razonablemente buena
2019-07-19;Avda. Francia;2019;14;9;7;72;3;1;1;1;2;1;2;Razonablemente buena
2019-07-20;Avda. Francia;2019;17;11;5;77;3;1;2;1;2;1;2;Razonablemente buena
2019-07-21;Avda. Francia;2019;18;12;3;70;3;1;2;1;2;1;2;Razonablemente buena
2019-07-22;Avda. Francia;2019;20;13;10;67;4;1;2;1;2;1;2;Razonablemente buena
2019-07-23;Avda. Francia;2019;24;13;18;59;3;2;2;1;2;1;2;Razonablemente buena
2019-07-24;Avda. Francia;2019;30;16;20;52;4;2;2;1;2;1;2;Razonablemente buena
2019-07-25;Avda. Francia;2019;24;14;14;68;3;2;2;1;2;1;2;Razonablemente buena
2019-07-26;Avda. Francia;2019;25;16;12;58;4;2;2;1;2;1;2;Razonablemente buena
2019-07-27;Avda. Francia;2019;39;15;8;66;5;2;2;1;2;1;2;Razonablemente buena
2019-07-28;Avda. Francia;2019;8;4;2;64;4;1;1;1;2;1;2;Razonablemente buena
2019-07-29;Avda. Francia;2019;20;9;9;53;4;1;1;1;2;1;2;Razonablemente buena
2019-07-30;Avda. Francia;2019;24;11;5;55;4;2;2;1;2;1;2;Razonablemente buena
2019-07-31;Avda. Francia;2019;22;11;4;61;3;2;2;1;2;1;2;Razonablemente buena
2019-08-01;Avda. Francia;2019;19;11;5;65;3;1;2;1;2;1;2;Razonablemente buena
2019-08-02;Avda. Francia;2019;18;10;5;78;3;1;1;1;2;1;2;Razonablemente buena
2019-08-03;Avda. Francia;2019;17;11;7;74;4;1;2;1;2;1;2;Razonablemente buena
2019-08-04;Avda. Francia;2019;16;9;4;71;4;1;1;1;2;1;2;Razonablemente buena
2019-08-05;Avda. Francia;2019;23;14;6;64;3;2;2;1;2;1;2;Razonablemente buena
2019-08-06;Avda. Francia;2019;32;21;3;68;3;2;3;1;2;1;3;Regular
2019-08-07;Avda. Francia;2019;40;27;8;54;3;2;4;1;2;1;4;Desfavorable
2019-08-08;Avda. Francia;2019;33;19;11;57;4;2;2;1;2;1;2;Razonablemente buena
2019-08-09;Avda. Francia;2019;42;14;29;58;4;3;2;1;2;1;3;Regular
2019-08-10;Avda. Francia;2019;23;14;16;55;3;2;2;1;2;1;2;Razonablemente buena
2019-08-11;Avda. Francia;2019;20;14;12;52;3;1;2;1;2;1;2;Razonablemente buena
2019-08-12;Avda. Francia;2019;20;11;11;66;4;1;2;1;2;1;2;Razonablemente buena
2019-08-13;Avda. Francia;2019;20;8;11;68;3;1;1;1;2;1;2;Razonablemente buena
2019-08-14;Avda. Francia;2019;22;12;16;57;3;2;2;1;2;1;2;Razonablemente buena
2019-08-15;Avda. Francia;2019;17;11;11;61;4;1;2;1;2;1;2;Razonablemente buena
2019-08-16;Avda. Francia;2019;15;10;9;60;4;1;1;1;2;1;2;Razonablemente buena
2019-08-17;Avda. Francia;2019;16;11;11;51;3;1;2;1;2;1;2;Razonablemente buena
2019-08-18;Avda. Francia;2019;16;12;9;50;4;1;2;1;1;1;2;Razonablemente buena
2019-08-19;Avda. Francia;2019;19;13;10;53;4;1;2;1;2;1;2;Razonablemente buena
2019-08-20;Avda. Francia;2019;32;15;11;68;3;2;2;1;2;1;2;Razonablemente buena
2019-08-21;Avda. Francia;2019;13;7;12;69;3;1;1;1;2;1;2;Razonablemente buena
2019-08-22;Avda. Francia;2019;13;7;18;63;4;1;1;1;2;1;2;Razonablemente buena
2019-08-23;Avda. Francia;2019;23;10;26;70;4;2;1;1;2;1;2;Razonablemente buena
2019-08-24;Avda. Francia;2019;16;11;21;66;5;1;2;1;2;1;2;Razonablemente buena
2019-08-25;Avda. Francia;2019;17;14;15;62;3;1;2;1;2;1;2;Razonablemente buena
2019-08-26;Avda. Francia;2019;18;15;11;75;3;1;2;1;2;1;2;Razonablemente buena
2019-08-27;Avda. Francia;2019;12;9;23;63;4;1;1;1;2;1;2;Razonablemente buena
2019-08-28;Avda. Francia;2019;15;10;28;61;3;1;1;1;2;1;2;Razonablemente buena
2019-08-29;Avda. Francia;2019;19;12;34;53;4;1;2;1;2;1;2;Razonablemente buena
2019-08-30;Avda. Francia;2019;22;13;34;55;6;2;2;1;2;1;2;Razonablemente buena
2019-08-31;Avda. Francia;2019;19;13;35;57;4;1;2;1;2;1;2;Razonablemente buena
2019-09-01;Avda. Francia;2019;19;14;19;76;6;1;2;1;2;1;2;Razonablemente buena
2019-09-02;Avda. Francia;2019;11;8;24;67;5;1;1;1;2;1;2;Razonablemente buena
2019-09-03;Avda. Francia;2019;11;7;19;59;3;1;1;1;2;1;2;Razonablemente buena
2019-09-04;Avda. Francia;2019;12;9;20;56;4;1;1;1;2;1;2;Razonablemente buena
2019-09-05;Avda. Francia;2019;14;7;17;65;4;1;1;1;2;1;2;Razonablemente buena
2019-09-06;Avda. Francia;2019;11;6;8;62;4;1;1;1;2;1;2;Razonablemente buena
2019-09-07;Avda. Francia;2019;11;7;5;64;3;1;1;1;2;1;2;Razonablemente buena
2019-09-08;Avda. Francia;2019;12;8;10;60;4;1;1;1;2;1;2;Razonablemente buena
2019-09-09;Avda. Francia;2019;17;9;17;58;4;1;1;1;2;1;2;Razonablemente buena
2019-09-10;Avda. Francia;2019;17;6;8;63;4;1;1;1;2;1;2;Razonablemente buena
2019-09-11;Avda. Francia;2019;8;6;13;57;4;1;1;1;2;1;2;Razonablemente buena
2019-09-12;Avda. Francia;2019;23;12;8;79;5;2;2;1;2;1;2;Razonablemente buena
2019-09-13;Avda. Francia;2019;20;13;7;79;3;1;2;1;2;1;2;Razonablemente buena
2019-09-14;Avda. Francia;2019;18;12;8;74;3;1;2;1;2;1;2;Razonablemente buena
2019-09-15;Avda. Francia;2019;26;18;5;79;5;2;2;1;2;1;2;Razonablemente buena
2019-09-16;Avda. Francia;2019;23;17;10;66;3;2;2;1;2;1;2;Razonablemente buena
2019-09-17;Avda. Francia;2019;33;22;32;38;4;2;3;1;1;1;3;Regular
2019-09-18;Avda. Francia;2019;20;12;27;49;5;1;2;1;1;1;2;Razonablemente buena
2019-09-19;Avda. Francia;2019;26;18;22;52;3;2;2;1;2;1;2;Razonablemente buena
2019-09-20;Avda. Francia;2019;23;17;12;65;3;2;2;1;2;1;2;Razonablemente buena
2019-09-21;Avda. Francia;2019;18;13;11;66;4;1;2;1;2;1;2;Razonablemente buena
2019-09-22;Avda. Francia;2019;11;8;5;48;4;1;1;1;1;1;1;Buena
2019-09-23;Avda. Francia;2019;11;6;17;49;5;1;1;1;1;1;1;Buena
2019-09-24;Avda. Francia;2019;18;8;23;52;3;1;1;1;2;1;2;Razonablemente buena
2019-09-25;Avda. Francia;2019;11;6;11;54;3;1;1;1;2;1;2;Razonablemente buena
2019-09-26;Avda. Francia;2019;17;12;16;49;3;1;2;1;1;1;2;Razonablemente buena
2019-09-27;Avda. Francia;2019;21;15;19;47;4;2;2;1;1;1;2;Razonablemente buena
2019-09-28;Avda. Francia;2019;18;13;16;47;4;1;2;1;1;1;2;Razonablemente buena
2019-09-29;Avda. Francia;2019;20;15;17;46;3;1;2;1;1;1;2;Razonablemente buena
2019-09-30;Avda. Francia;2019;25;20;18;51;4;2;2;1;2;1;2;Razonablemente buena
2019-10-01;Avda. Francia;2019;34;23;25;44;3;2;3;1;1;1;3;Regular
2019-10-02;Avda. Francia;2019;20;7;23;47;4;1;1;1;1;1;1;Buena
2019-10-03;Avda. Francia;2019;16;6;14;53;4;1;1;1;2;1;2;Razonablemente buena
2019-10-04;Avda. Francia;2019;23;10;24;51;5;2;1;1;2;1;2;Razonablemente buena
2019-10-05;Avda. Francia;2019;14;8;17;54;3;1;1;1;2;1;2;Razonablemente buena
2019-10-06;Avda. Francia;2019;13;10;8;56;4;1;1;1;2;1;2;Razonablemente buena
2019-10-07;Avda. Francia;2019;21;13;17;43;4;2;2;1;1;1;2;Razonablemente buena
