Fecha;Estacion;Año;PM10;PM2.5;NO2;O3;SO2;sub_PM10;sub_PM2.5;sub_NO2;sub_O3;sub_SO2;ICA_diario;Categoria_ICA
2015-01-01;Avda. Francia;2015;10;9;39;30;3;1;1;1;1;1;1;Buena
2015-01-02;Avda. Francia;2015;10.0713182725841;8.50178567360865;59;17;5;1;1;2;1;1;2;Razonablemente buena
2015-01-03;Avda. Francia;2015;10;8;58;14;3;1;1;2;1;1;2;Razonablemente buena
2015-01-04;Avda. Francia;2015;10;8;45;22;3;1;1;2;1;1;2;Razonablemente buena
2015-01-05;Avda. Francia;2015;11;10;44;21;3;1;1;2;1;1;2;Razonablemente buena
2015-01-06;Avda. Francia;2015;15;13;39;20;4;1;2;1;1;1;2;Razonablemente buena
2015-01-07;Avda. Francia;2015;14;13;52;14;3;1;2;2;1;1;2;Razonablemente buena
2015-01-08;Avda. Francia;2015;17;15;49;14;4;1;2;2;1;1;2;Razonablemente buena
2015-01-09;Avda. Francia;2015;13;12;60;13;4;1;2;2;1;1;2;Razonablemente buena
2015-01-10;Avda. Francia;2015;10;9;59;16;3;1;1;2;1;1;2;Razonablemente buena
2015-01-11;Avda. Francia;2015;9;8;54;19;4;1;1;2;1;1;2;Razonablemente buena
2015-01-12;Avda. Francia;2015;9;8;54;18;3;1;1;2;1;1;2;Razonablemente buena
2015-01-13;Avda. Francia;2015;12;10;53;17;4;1;1;2;1;1;2;Razonablemente buena
2015-01-14;Avda. Francia;2015;10;9;45;25;3;1;1;2;1;1;2;Razonablemente buena
2015-01-15;Avda. Francia;2015;11;9;54;23;4;1;1;2;1;1;2;Razonablemente buena
2015-01-16;Avda. Francia;2015;6;5;37;39;3;1;1;1;1;1;1;Buena
2015-01-17;Avda. Francia;2015;6;5;27;47;3;1;1;1;1;1;1;Buena
2015-01-18;Avda. Francia;2015;7;6;34;38;4;1;1;1;1;1;1;Buena
2015-01-19;Avda. Francia;2015;7;6;42;19;3;1;1;2;1;1;2;Razonablemente buena
2015-01-20;Avda. Francia;2015;7;6;50;23;5;1;1;2;1;1;2;Razonablemente buena
2015-01-21;Avda. Francia;2015;7;6;39;28;4;1;1;1;1;1;1;Buena
2015-01-22;Avda. Francia;2015;5;5;34;43;3;1;1;1;1;1;1;Buena
2015-01-23;Avda. Francia;2015;5;4;35;48;3;1;1;1;1;1;1;Buena
2015-01-24;Avda. Francia;2015;6;5;39;40;5;1;1;1;1;1;1;Buena
2015-01-25;Avda. Francia;2015;5;4;39;51;3;1;1;1;2;1;2;Razonablemente buena
2015-01-26;Avda. Francia;2015;9;7;60;27;4;1;1;2;1;1;2;Razonablemente buena
2015-01-27;Avda. Francia;2015;9;7;40;36;5;1;1;1;1;1;1;Buena
2015-01-28;Avda. Francia;2015;8;7;47;36;6;1;1;2;1;1;2;Razonablemente buena
2015-01-29;Avda. Francia;2015;10;8;30;40;3;1;1;1;1;1;1;Buena
2015-01-30;Avda. Francia;2015;13;8;11;49;3;1;1;1;1;1;1;Buena
2015-01-31;Avda. Francia;2015;12;10;16;56;4;1;1;1;2;1;2;Razonablemente buena
2015-02-01;Avda. Francia;2015;12;10;16;63;3;1;1;1;2;1;2;Razonablemente buena
2015-02-02;Avda. Francia;2015;19;16;27;45;3;1;2;1;1;1;2;Razonablemente buena
2015-02-03;Avda. Francia;2015;12;10;23;56;3;1;1;1;2;1;2;Razonablemente buena
2015-02-04;Avda. Francia;2015;15;13;24;60;5;1;2;1;2;1;2;Razonablemente buena
2015-02-05;Avda. Francia;2015;19;15;21;60;3;1;2;1;2;1;2;Razonablemente buena
2015-02-06;Avda. Francia;2015;17;14;36;48;3;1;2;1;1;1;2;Razonablemente buena
2015-02-07;Avda. Francia;2015;29;25;48;22;3;2;3;2;1;1;3;Regular
2015-02-08;Avda. Francia;2015;22;19;33;42;3;2;2;1;1;1;2;Razonablemente buena
2015-02-09;Avda. Francia;2015;13;12;34;50;3;1;2;1;1;1;2;Razonablemente buena
2015-02-10;Avda. Francia;2015;12;10;32;61;3;1;1;1;2;1;2;Razonablemente buena
2015-02-11;Avda. Francia;2015;13;12;37;57;3;1;2;1;2;1;2;Razonablemente buena
2015-02-12;Avda. Francia;2015;15;14;58;33;4;1;2;2;1;1;2;Razonablemente buena
2015-02-13;Avda. Francia;2015;12;10;46;33;4;1;1;2;1;1;2;Razonablemente buena
2015-02-14;Avda. Francia;2015;10;8;29;49;3;1;1;1;1;1;1;Buena
2015-02-15;Avda. Francia;2015;7;6;23;48;3;1;1;1;1;1;1;Buena
2015-02-16;Avda. Francia;2015;9;7;38;41;3;1;1;1;1;1;1;Buena
2015-02-17;Avda. Francia;2015;10;9;34;47;4;1;1;1;1;1;1;Buena
2015-02-18;Avda. Francia;2015;11;10;26;56;3;1;1;1;2;1;2;Razonablemente buena
2015-02-19;Avda. Francia;2015;17;15;40;57;4;1;2;1;2;1;2;Razonablemente buena
2015-02-20;Avda. Francia;2015;18;16;36;58;3.44009458340659;1;2;1;2;1;2;Razonablemente buena
2015-02-21;Avda. Francia;2015;16;12;26;54;3.43377402948461;1;2;1;2;1;2;Razonablemente buena
2015-02-22;Avda. Francia;2015;8;5;17;72;3.42745347556263;1;1;1;2;1;2;Razonablemente buena
2015-02-23;Avda. Francia;2015;14;7;24;40;3.42113292164065;1;1;1;1;1;1;Buena
2015-02-24;Avda. Francia;2015;11;5;25;59;3;1;1;1;2;1;2;Razonablemente buena
2015-02-25;Avda. Francia;2015;15;7;30;55;3;1;1;1;2;1;2;Razonablemente buena
2015-02-26;Avda. Francia;2015;11;6;30;47;3;1;1;1;1;1;1;Buena
2015-02-27;Avda. Francia;2015;18;7;23;63;3;1;1;1;2;1;2;Razonablemente buena
2015-02-28;Avda. Francia;2015;12;8;38;48;6;1;1;1;1;1;1;Buena
2015-03-01;Avda. Francia;2015;16;10;26;42;4;1;1;1;1;1;1;Buena
2015-03-02;Avda. Francia;2015;11;8;30;34;3;1;1;1;1;1;1;Buena
2015-03-03;Avda. Francia;2015;14;10;30;42;4;1;1;1;1;1;1;Buena
2015-03-04;Avda. Francia;2015;30;20;24;47;3;2;2;1;1;1;2;Razonablemente buena
2015-03-05;Avda. Francia;2015;12;7;39;56;3.56461903649044;1;1;1;2;1;2;Razonablemente buena
2015-03-06;Avda. Francia;2015;18;11;29.920402206184;37;3.56416541959965;1;2;1;1;1;2;Razonablemente buena
2015-03-07;Avda. Francia;2015;14;11;26.0497597447008;41;3.56371180270887;1;2;1;1;1;2;Razonablemente buena
2015-03-08;Avda. Francia;2015;16;13;14;61;3.56325818581809;1;2;1;2;1;2;Razonablemente buena
2015-03-09;Avda. Francia;2015;26;22;36;47;3.5628045689273;2;3;1;1;1;3;Regular
2015-03-10;Avda. Francia;2015;30;26;38;44;3.56235095203652;2;4;1;1;1;4;Desfavorable
2015-03-11;Avda. Francia;2015;33;29;65;27;3.56189733514574;2;4;2;1;1;4;Desfavorable
2015-03-12;Avda. Francia;2015;28;22;43;50;3.56144371825495;2;3;2;1;1;3;Regular
2015-03-13;Avda. Francia;2015;40;28;25;68;3.56099010136417;2;4;1;2;1;4;Desfavorable
2015-03-14;Avda. Francia;2015;15;12;16;58;3.56053648447339;1;2;1;2;1;2;Razonablemente buena
2015-03-15;Avda. Francia;2015;12;11;11;67;3.5600828675826;1;2;1;2;1;2;Razonablemente buena
2015-03-16;Avda. Francia;2015;18.5326738352752;14.7798053561956;15.0782209314949;67.8844785867378;3.55962925069182;1;2;1;2;1;2;Razonablemente buena
2015-03-17;Avda. Francia;2015;21.5937428488837;18.3409861219326;16.1760934063227;70.4017812944611;3.55917563380104;2;2;1;2;1;2;Razonablemente buena
2015-03-18;Avda. Francia;2015;26;22;20;70;5;2;3;1;2;1;3;Regular
2015-03-19;Avda. Francia;2015;24.9936563126356;23.2581287146733;10;87;3;2;3;1;2;1;3;Regular
2015-03-20;Avda. Francia;2015;28;25;14;83;3;2;3;1;2;1;3;Regular
2015-03-21;Avda. Francia;2015;19;17;20;58;3;1;2;1;2;1;2;Razonablemente buena
2015-03-22;Avda. Francia;2015;17;16;27;50;3;1;2;1;1;1;2;Razonablemente buena
2015-03-23;Avda. Francia;2015;18;16;26;54;3;1;2;1;2;1;2;Razonablemente buena
2015-03-24;Avda. Francia;2015;15;13;25;56;3;1;2;1;2;1;2;Razonablemente buena
2015-03-25;Avda. Francia;2015;6;5;21;63;4;1;1;1;2;1;2;Razonablemente buena
2015-03-26;Avda. Francia;2015;7;6;34;57;4;1;1;1;2;1;2;Razonablemente buena
2015-03-27;Avda. Francia;2015;7;6;27;44;3;1;1;1;1;1;1;Buena
2015-03-28;Avda. Francia;2015;9;7;30;40;4;1;1;1;1;1;1;Buena
2015-03-29;Avda. Francia;2015;13;10;25;41;4;1;1;1;1;1;1;Buena
2015-03-30;Avda. Francia;2015;10;8;45;35;3;1;1;2;1;1;2;Razonablemente buena
2015-03-31;Avda. Francia;2015;11;10;55;36;3;1;1;2;1;1;2;Razonablemente buena
2015-04-01;Avda. Francia;2015;11;9;23;57;3;1;1;1;2;1;2;Razonablemente buena
2015-04-02;Avda. Francia;2015;13;11;36;43;3;1;2;1;1;1;2;Razonablemente buena
2015-04-03;Avda. Francia;2015;16;14;23;49;3;1;2;1;1;1;2;Razonablemente buena
2015-04-04;Avda. Francia;2015;14;13;12;59;3;1;2;1;2;1;2;Razonablemente buena
2015-04-05;Avda. Francia;2015;12;11;13;54;3;1;2;1;2;1;2;Razonablemente buena
2015-04-06;Avda. Francia;2015;9;8;10;73;3;1;1;1;2;1;2;Razonablemente buena
2015-04-07;Avda. Francia;2015;11;10;15;76;3;1;1;1;2;1;2;Razonablemente buena
2015-04-08;Avda. Francia;2015;9;8;11;93;3;1;1;1;2;1;2;Razonablemente buena
2015-04-09;Avda. Francia;2015;10;8;16;84;3;1;1;1;2;1;2;Razonablemente buena
2015-04-10;Avda. Francia;2015;11;10;23;76;3;1;1;1;2;1;2;Razonablemente buena
2015-04-11;Avda. Francia;2015;16;14;29;61;3;1;2;1;2;1;2;Razonablemente buena
2015-04-12;Avda. Francia;2015;16;14;12;85;3;1;2;1;2;1;2;Razonablemente buena
2015-04-13;Avda. Francia;2015;13;12;16;85;3;1;2;1;2;1;2;Razonablemente buena
2015-04-14;Avda. Francia;2015;17;15;35;52;4;1;2;1;2;1;2;Razonablemente buena
2015-04-15;Avda. Francia;2015;18;15;34;54;3;1;2;1;2;1;2;Razonablemente buena
2015-04-16;Avda. Francia;2015;16;14;35;47;3;1;2;1;1;1;2;Razonablemente buena
2015-04-17;Avda. Francia;2015;12;10;31;52;3;1;1;1;2;1;2;Razonablemente buena
2015-04-18;Avda. Francia;2015;16;14;25;61;3;1;2;1;2;1;2;Razonablemente buena
2015-04-19;Avda. Francia;2015;7;6;13;72;3;1;1;1;2;1;2;Razonablemente buena
2015-04-20;Avda. Francia;2015;8;7;20;67;3;1;1;1;2;1;2;Razonablemente buena
2015-04-21;Avda. Francia;2015;11;9;20;66;4;1;1;1;2;1;2;Razonablemente buena
2015-04-22;Avda. Francia;2015;12;11;20;67;4;1;2;1;2;1;2;Razonablemente buena
2015-04-23;Avda. Francia;2015;15;13;30;54;3;1;2;1;2;1;2;Razonablemente buena
2015-04-24;Avda. Francia;2015;22;19;29;59;3;2;2;1;2;1;2;Razonablemente buena
2015-04-25;Avda. Francia;2015;22;19;23;53;3;2;2;1;2;1;2;Razonablemente buena
2015-04-26;Avda. Francia;2015;12;9;17;59;3;1;1;1;2;1;2;Razonablemente buena
2015-04-27;Avda. Francia;2015;6;5;16;68;3;1;1;1;2;1;2;Razonablemente buena
2015-04-28;Avda. Francia;2015;8;7;25;58;3;1;1;1;2;1;2;Razonablemente buena
2015-04-29;Avda. Francia;2015;11;10;22;63;3;1;1;1;2;1;2;Razonablemente buena
2015-04-30;Avda. Francia;2015;15;13;25;58;3;1;2;1;2;1;2;Razonablemente buena
2015-05-01;Avda. Francia;2015;18;15;24;52;3;1;2;1;2;1;2;Razonablemente buena
2015-05-02;Avda. Francia;2015;12;10;28;56;3;1;1;1;2;1;2;Razonablemente buena
2015-05-03;Avda. Francia;2015;16;14;31;58;4;1;2;1;2;1;2;Razonablemente buena
2015-05-04;Avda. Francia;2015;14;13;19;79;3;1;2;1;2;1;2;Razonablemente buena
2015-05-05;Avda. Francia;2015;11;9;17;56;3;1;1;1;2;1;2;Razonablemente buena
2015-05-06;Avda. Francia;2015;11;9;19;67;3;1;1;1;2;1;2;Razonablemente buena
2015-05-07;Avda. Francia;2015;12;11;15;67;3;1;2;1;2;1;2;Razonablemente buena
2015-05-08;Avda. Francia;2015;15;11;30;52;3;1;2;1;2;1;2;Razonablemente buena
2015-05-09;Avda. Francia;2015;14;12;24;58;3;1;2;1;2;1;2;Razonablemente buena
2015-05-10;Avda. Francia;2015;12;11;15;62;3;1;2;1;2;1;2;Razonablemente buena
2015-05-11;Avda. Francia;2015;10;9;26;58;3;1;1;1;2;1;2;Razonablemente buena
2015-05-12;Avda. Francia;2015;13;11;33;59;3;1;2;1;2;1;2;Razonablemente buena
2015-05-13;Avda. Francia;2015;17;15;36;49;3;1;2;1;1;1;2;Razonablemente buena
2015-05-14;Avda. Francia;2015;12.4427586678885;11.538650906716;27.2332937501999;59.6382338014438;3.01059641880546;1;2;1;2;1;2;Razonablemente buena
2015-05-15;Avda. Francia;2015;10.000321410182;8.37824812484193;22.0273241795216;64.1691579826147;3.00878911964805;1;1;1;2;1;2;Razonablemente buena
2015-05-16;Avda. Francia;2015;6;5;11;78;3;1;1;1;2;1;2;Razonablemente buena
2015-05-17;Avda. Francia;2015;8;7;23;62;3;1;1;1;2;1;2;Razonablemente buena
2015-05-18;Avda. Francia;2015;10;8;33;52;3;1;1;1;2;1;2;Razonablemente buena
2015-05-19;Avda. Francia;2015;11;9;19;54;3;1;1;1;2;1;2;Razonablemente buena
2015-05-20;Avda. Francia;2015;7;6;21;61;3;1;1;1;2;1;2;Razonablemente buena
2015-05-21;Avda. Francia;2015;6;6;16;72;3;1;1;1;2;1;2;Razonablemente buena
2015-05-22;Avda. Francia;2015;8;7;21;66;3;1;1;1;2;1;2;Razonablemente buena
2015-05-23;Avda. Francia;2015;9;8;21;68;3;1;1;1;2;1;2;Razonablemente buena
2015-05-24;Avda. Francia;2015;8;7;17;73;3;1;1;1;2;1;2;Razonablemente buena
2015-05-25;Avda. Francia;2015;10;9;31;62;3;1;1;1;2;1;2;Razonablemente buena
2015-05-26;Avda. Francia;2015;9;8;25;55;3;1;1;1;2;1;2;Razonablemente buena
2015-05-27;Avda. Francia;2015;10;9;22;64;3;1;1;1;2;1;2;Razonablemente buena
2015-05-28;Avda. Francia;2015;11;10;18;74;3;1;1;1;2;1;2;Razonablemente buena
2015-05-29;Avda. Francia;2015;10;9;24;74;3;1;1;1;2;1;2;Razonablemente buena
2015-05-30;Avda. Francia;2015;11;10;17;74;3;1;1;1;2;1;2;Razonablemente buena
2015-05-31;Avda. Francia;2015;9;9;18;70;3;1;1;1;2;1;2;Razonablemente buena
2015-06-01;Avda. Francia;2015;10;9;16;67;3;1;1;1;2;1;2;Razonablemente buena
2015-06-02;Avda. Francia;2015;11;10;16;70;3;1;1;1;2;1;2;Razonablemente buena
2015-06-03;Avda. Francia;2015;11;9;31;66;3;1;1;1;2;1;2;Razonablemente buena
2015-06-04;Avda. Francia;2015;11;10;40;56;3;1;1;1;2;1;2;Razonablemente buena
2015-06-05;Avda. Francia;2015;11;10;26;66;3;1;1;1;2;1;2;Razonablemente buena
2015-06-06;Avda. Francia;2015;11;10;29;62;3;1;1;1;2;1;2;Razonablemente buena
2015-06-07;Avda. Francia;2015;11;9;32;56;3;1;1;1;2;1;2;Razonablemente buena
2015-06-08;Avda. Francia;2015;11;10;34;72;4;1;1;1;2;1;2;Razonablemente buena
2015-06-09;Avda. Francia;2015;15;13;36;71;4;1;2;1;2;1;2;Razonablemente buena
2015-06-10;Avda. Francia;2015;15;14;14;85;3;1;2;1;2;1;2;Razonablemente buena
2015-06-11;Avda. Francia;2015;19;17;17;67;3;1;2;1;2;1;2;Razonablemente buena
2015-06-12;Avda. Francia;2015;17;15;27;64;3;1;2;1;2;1;2;Razonablemente buena
2015-06-13;Avda. Francia;2015;15;13;22;62;3;1;2;1;2;1;2;Razonablemente buena
2015-06-14;Avda. Francia;2015;9;8;21;66;3;1;1;1;2;1;2;Razonablemente buena
2015-06-15;Avda. Francia;2015;10.9489119882869;8.38611788140497;25;61;3;1;1;1;2;1;2;Razonablemente buena
2015-06-16;Avda. Francia;2015;11.0914742468539;8.55740410371537;34;59;3;1;1;1;2;1;2;Razonablemente buena
2015-06-17;Avda. Francia;2015;11.2340365054209;8.72869032602577;30;53;3;1;1;1;2;1;2;Razonablemente buena
2015-06-18;Avda. Francia;2015;11.3765987639879;8.89997654833617;34;53;3;1;1;1;2;1;2;Razonablemente buena
2015-06-19;Avda. Francia;2015;11.5191610225549;9.07126277064657;30;67;3;1;1;1;2;1;2;Razonablemente buena
2015-06-20;Avda. Francia;2015;11.6617232811219;9.24254899295696;19;59;3;1;1;1;2;1;2;Razonablemente buena
2015-06-21;Avda. Francia;2015;11.804285539689;9.41383521526736;20;63;3;1;1;1;2;1;2;Razonablemente buena
2015-06-22;Avda. Francia;2015;11.946847798256;9.58512143757776;24;62;3;1;1;1;2;1;2;Razonablemente buena
2015-06-23;Avda. Francia;2015;12.089410056823;9.75640765988816;45;60;3;1;1;2;2;1;2;Razonablemente buena
2015-06-24;Avda. Francia;2015;12.23197231539;9.92769388219856;18;70;4;1;1;1;2;1;2;Razonablemente buena
2015-06-25;Avda. Francia;2015;12.374534573957;10.098980104509;25;65;3;1;2;1;2;1;2;Razonablemente buena
2015-06-26;Avda. Francia;2015;12.517096832524;10.2702663268194;33;62;3;1;2;1;2;1;2;Razonablemente buena
2015-06-27;Avda. Francia;2015;12.659659091091;10.4415525491298;24;62;4;1;2;1;2;1;2;Razonablemente buena
2015-06-28;Avda. Francia;2015;12.8022213496581;10.6128387714402;23;56;3;1;2;1;2;1;2;Razonablemente buena
2015-06-29;Avda. Francia;2015;12.9447836082251;10.7841249937506;14;63;3;1;2;1;2;1;2;Razonablemente buena
2015-06-30;Avda. Francia;2015;13.0873458667921;10.955411216061;31;61;3;1;2;1;2;1;2;Razonablemente buena
2015-07-01;Avda. Francia;2015;13.2299081253591;11.1266974383713;20;47;3;1;2;1;1;1;2;Razonablemente buena
2015-07-02;Avda. Francia;2015;13.3724703839261;11.2979836606817;21;56;3;1;2;1;2;1;2;Razonablemente buena
2015-07-03;Avda. Francia;2015;13.5150326424931;11.4692698829921;15;59;3;1;2;1;2;1;2;Razonablemente buena
2015-07-04;Avda. Francia;2015;13.6575949010601;11.6405561053025;17;71;3;1;2;1;2;1;2;Razonablemente buena
2015-07-05;Avda. Francia;2015;13.8001571596272;11.8118423276129;21;68;3;1;2;1;2;1;2;Razonablemente buena
2015-07-06;Avda. Francia;2015;13.9427194181942;11.9831285499233;25;63;3;1;2;1;2;1;2;Razonablemente buena
2015-07-07;Avda. Francia;2015;14.0852816767612;12.1544147722337;35;53;3;1;2;1;2;1;2;Razonablemente buena
2015-07-08;Avda. Francia;2015;14.2278439353282;12.3257009945441;19;53;3;1;2;1;2;1;2;Razonablemente buena
2015-07-09;Avda. Francia;2015;14.3704061938952;12.4969872168545;12;53;3;1;2;1;2;1;2;Razonablemente buena
2015-07-10;Avda. Francia;2015;14.5129684524622;12.6682734391649;21;48;3;1;2;1;1;1;2;Razonablemente buena
2015-07-11;Avda. Francia;2015;14.6555307110292;12.8395596614753;16;50;3;1;2;1;1;1;2;Razonablemente buena
2015-07-12;Avda. Francia;2015;14.7980929695963;13.0108458837857;17;53;3;1;2;1;2;1;2;Razonablemente buena
2015-07-13;Avda. Francia;2015;14.9406552281633;13.1821321060961;17;46;3;1;2;1;1;1;2;Razonablemente buena
2015-07-14;Avda. Francia;2015;15.0832174867303;13.3534183284065;15;46;3;1;2;1;1;1;2;Razonablemente buena
2015-07-15;Avda. Francia;2015;15.2257797452973;13.5247045507169;18;56;3;1;2;1;2;1;2;Razonablemente buena
2015-07-16;Avda. Francia;2015;15.3683420038643;13.6959907730273;22;63;3;1;2;1;2;1;2;Razonablemente buena
2015-07-17;Avda. Francia;2015;15.5109042624313;13.8672769953377;26;54;3;1;2;1;2;1;2;Razonablemente buena
2015-07-18;Avda. Francia;2015;15;14;14;51;3;1;2;1;2;1;2;Razonablemente buena
2015-07-19;Avda. Francia;2015;17;15;18;41;3;1;2;1;1;1;2;Razonablemente buena
2015-07-20;Avda. Francia;2015;20;18;13;43;3;1;2;1;1;1;2;Razonablemente buena
2015-07-21;Avda. Francia;2015;21;19;15;43;3;2;2;1;1;1;2;Razonablemente buena
2015-07-22;Avda. Francia;2015;9;8;26;48;3;1;1;1;1;1;1;Buena
2015-07-23;Avda. Francia;2015;8;7;20;43;3;1;1;1;1;1;1;Buena
2015-07-24;Avda. Francia;2015;19;17;26;45;3;1;2;1;1;1;2;Razonablemente buena
2015-07-25;Avda. Francia;2015;10;9;13;48;3;1;1;1;1;1;1;Buena
2015-07-26;Avda. Francia;2015;12;10;12;42;3;1;1;1;1;1;1;Buena
2015-07-27;Avda. Francia;2015;11.9393861966926;9.97724011550703;9;44;3;1;1;1;1;1;1;Buena
2015-07-28;Avda. Francia;2015;11.9549476988328;9.98242427579301;9;48.0120662416208;3;1;1;1;1;1;1;Buena
2015-07-29;Avda. Francia;2015;11.9705092009731;9.98760843607898;10;50.6470802559149;3;1;1;1;2;1;2;Razonablemente buena
2015-07-30;Avda. Francia;2015;11.9860707031134;9.99279259636496;14;50;3;1;1;1;1;1;1;Buena
2015-07-31;Avda. Francia;2015;12.0016322052537;9.99797675665093;15;55;3;1;1;1;2;1;2;Razonablemente buena
2015-08-01;Avda. Francia;2015;12.0171937073939;10.0031609169369;11;80;3;1;2;1;2;1;2;Razonablemente buena
2015-08-02;Avda. Francia;2015;12.0327552095342;10.0083450772229;14;78;3;1;2;1;2;1;2;Razonablemente buena
2015-08-03;Avda. Francia;2015;12.0483167116745;10.0135292375089;17;68;3;1;2;1;2;1;2;Razonablemente buena
2015-08-04;Avda. Francia;2015;12.0638782138147;10.0187133977948;16;71;3;1;2;1;2;1;2;Razonablemente buena
2015-08-05;Avda. Francia;2015;12.079439715955;10.0238975580808;11;67;3;1;2;1;2;1;2;Razonablemente buena
2015-08-06;Avda. Francia;2015;12.0950012180953;10.0290817183668;15;61;3;1;2;1;2;1;2;Razonablemente buena
2015-08-07;Avda. Francia;2015;12.1105627202355;10.0342658786528;17;55;3;1;2;1;2;1;2;Razonablemente buena
2015-08-08;Avda. Francia;2015;12.1261242223758;10.0394500389387;18;48;3;1;2;1;1;1;2;Razonablemente buena
2015-08-09;Avda. Francia;2015;12.1416857245161;10.0446341992247;17.1620862738366;55.081880680733;3.00046506092097;1;2;1;2;1;2;Razonablemente buena
2015-08-10;Avda. Francia;2015;12.1572472266564;10.0498183595107;17;59;3;1;2;1;2;1;2;Razonablemente buena
2015-08-11;Avda. Francia;2015;12.1728087287966;10.0550025197967;17;58;3;1;2;1;2;1;2;Razonablemente buena
2015-08-12;Avda. Francia;2015;12.1883702309369;10.0601866800826;11;58;3;1;2;1;2;1;2;Razonablemente buena
2015-08-13;Avda. Francia;2015;12.2039317330772;10.0653708403686;26;52;3;1;2;1;2;1;2;Razonablemente buena
2015-08-14;Avda. Francia;2015;12.2194932352174;10.0705550006546;20;63;3;1;2;1;2;1;2;Razonablemente buena
2015-08-15;Avda. Francia;2015;12.2350547373577;10.0757391609406;13;63;3;1;2;1;2;1;2;Razonablemente buena
2015-08-16;Avda. Francia;2015;12.250616239498;10.0809233212265;16;59;3;1;2;1;2;1;2;Razonablemente buena
2015-08-17;Avda. Francia;2015;12.2661777416382;10.0861074815125;23;59;3;1;2;1;2;1;2;Razonablemente buena
2015-08-18;Avda. Francia;2015;12.2817392437785;10.0912916417985;16;64;3;1;2;1;2;1;2;Razonablemente buena
2015-08-19;Avda. Francia;2015;12.2973007459188;10.0964758020845;19;62;3;1;2;1;2;1;2;Razonablemente buena
2015-08-20;Avda. Francia;2015;12.312862248059;10.1016599623704;20;61;3;1;2;1;2;1;2;Razonablemente buena
2015-08-21;Avda. Francia;2015;12.3284237501993;10.1068441226564;19;67;3;1;2;1;2;1;2;Razonablemente buena
2015-08-22;Avda. Francia;2015;12.3439852523396;10.1120282829424;14;71;3;1;2;1;2;1;2;Razonablemente buena
2015-08-23;Avda. Francia;2015;12.3595467544799;10.1172124432284;15;52;3;1;2;1;2;1;2;Razonablemente buena
2015-08-24;Avda. Francia;2015;12.3751082566201;10.1223966035143;21;59;3;1;2;1;2;1;2;Razonablemente buena
2015-08-25;Avda. Francia;2015;12.3906697587604;10.1275807638003;18;66;3;1;2;1;2;1;2;Razonablemente buena
2015-08-26;Avda. Francia;2015;12.4062312609007;10.1327649240863;15;64;3;1;2;1;2;1;2;Razonablemente buena
2015-08-27;Avda. Francia;2015;12.4217927630409;10.1379490843723;18;57;3;1;2;1;2;1;2;Razonablemente buena
2015-08-28;Avda. Francia;2015;12.4373542651812;10.1431332446582;19;60;3;1;2;1;2;1;2;Razonablemente buena
2015-08-29;Avda. Francia;2015;12.4529157673215;10.1483174049442;13;60;3;1;2;1;2;1;2;Razonablemente buena
2015-08-30;Avda. Francia;2015;12.4684772694617;10.1535015652302;12;56;3;1;2;1;2;1;2;Razonablemente buena
2015-08-31;Avda. Francia;2015;12.484038771602;10.1586857255162;18;45;4;1;2;1;1;1;2;Razonablemente buena
2015-09-01;Avda. Francia;2015;12.4996002737423;10.1638698858021;20;55;3;1;2;1;2;1;2;Razonablemente buena
2015-09-02;Avda. Francia;2015;12.5151617758826;10.1690540460881;19;67;3;1;2;1;2;1;2;Razonablemente buena
2015-09-03;Avda. Francia;2015;12.5307232780228;10.1742382063741;23;61;3;1;2;1;2;1;2;Razonablemente buena
2015-09-04;Avda. Francia;2015;12.5462847801631;10.1794223666601;22;68;3;1;2;1;2;1;2;Razonablemente buena
2015-09-05;Avda. Francia;2015;12.5618462823034;10.184606526946;16;68;3;1;2;1;2;1;2;Razonablemente buena
2015-09-06;Avda. Francia;2015;12.5774077844436;10.189790687232;20;62;3;1;2;1;2;1;2;Razonablemente buena
2015-09-07;Avda. Francia;2015;12.5929692865839;10.194974847518;48;27;3;1;2;2;1;1;2;Razonablemente buena
2015-09-08;Avda. Francia;2015;12.6085307887242;10.200159007804;27;52;3;1;2;1;2;1;2;Razonablemente buena
2015-09-09;Avda. Francia;2015;12.6240922908644;10.2053431680899;35;55;3;1;2;1;2;1;2;Razonablemente buena
2015-09-10;Avda. Francia;2015;12.6396537930047;10.2105273283759;39;55;3;1;2;1;2;1;2;Razonablemente buena
2015-09-11;Avda. Francia;2015;12.655215295145;10.2157114886619;21;73;3;1;2;1;2;1;2;Razonablemente buena
2015-09-12;Avda. Francia;2015;12.6707767972853;10.2208956489479;29;68;3;1;2;1;2;1;2;Razonablemente buena
2015-09-13;Avda. Francia;2015;12.6863382994255;10.2260798092338;26;56;3;1;2;1;2;1;2;Razonablemente buena
2015-09-14;Avda. Francia;2015;12.7018998015658;10.2312639695198;18;58;3;1;2;1;2;1;2;Razonablemente buena
2015-09-15;Avda. Francia;2015;12.7174613037061;10.2364481298058;28;56;3;1;2;1;2;1;2;Razonablemente buena
2015-09-16;Avda. Francia;2015;12.7330228058463;10.2416322900918;21;56;3;1;2;1;2;1;2;Razonablemente buena
2015-09-17;Avda. Francia;2015;12.7485843079866;10.2468164503777;14;65;3;1;2;1;2;1;2;Razonablemente buena
2015-09-18;Avda. Francia;2015;12.7641458101269;10.2520006106637;18;64;3;1;2;1;2;1;2;Razonablemente buena
