Fecha;ICA_diario_avg;Temperatura;Velocidad.del.viento;Precipitacion;Radiacion.solar;NOx;PM10;O3
2019-05-04;2;15.9;2.8;0;348;34;13;73.6206937624838
2019-05-05;2;16.5;3.2;0;354;28;12;74.8553517503091
2019-05-06;2;16.2;1;0;322;50;19;82
2019-05-07;2.8;18;1.3;0;312;51;34;71
2019-05-08;2;23;5.4;0;244;26;30;53
2019-05-09;2;24.1;3.9;0;212;29;10;63
2019-05-10;1.2;26.3;3.6;0;353;38;15;49
2019-05-11;2;21.5;0.9;0;341;24;15;84
2019-05-12;1.8;19.8;1.9;0;351;37;15;66
2019-05-13;2;20;1.7;0;348;34;20;84
2019-05-14;2;19.5;3.6;0;355;42;24;83
2019-05-15;2.2;18.9985270271234;2.43987794861771;1.5;300.008904186195;39;27;85
2019-05-16;2.2;18.5014057999043;2.25363487916744;0.931318109674151;292.421130959544;39;22;99
2019-05-17;2;18.0042845726852;2.06739180971718;0;284.833357732893;22;22;86
2019-05-18;2;17.3;1.5;1.8;154;39;11;79
2019-05-19;2;19.1;1;0;285;26;10;69
2019-05-20;2;18.2;4.3;0;337;40;11;80
2019-05-21;2;18.6;1.6;7.2;240;45;16;67
2019-05-22;2;19.7;1.4;0;350;53;16;71
2019-05-23;2.2;20.9;1.9;0;291;55;22;72
2019-05-24;2.2;17.8;3.6;6.6;48;36;16;77
2019-05-25;2;19.8;1.1;0;242;35;11;65
2019-05-26;1.8;20;2.3;0;356;33;10;57
2019-05-27;2;20.6;1.5;0;319;58;19;69
2019-05-28;2;20.5;1.7;0;346;61;21;59
2019-05-29;2;19.9;2.5;0;364;46;11;66
2019-05-30;1.8;20.4;2.4;0;360;59;20;55
2019-05-31;2;21.4;1.8;0;360;72;22;58
2019-06-01;2;21.2;2.3;0;364;40;12;70
2019-06-02;2;21.6;2.5;0;364;27;9;84
2019-06-03;2;21.8;1.7;0;338;45;16;82
2019-06-04;2.2;21.5;2.2;0;348;41;19;76
2019-06-05;2.2;22.7;3.9;0;348;31;38;75
2019-06-06;2;21;1.2;0;330;44;17;72
2019-06-07;2;23.6;3.2;0;363;31;21;75
2019-06-08;2;20.7;3.1;0;326;14;24;80
2019-06-09;2;21.8;1.5;0;185;25;17;75
2019-06-10;2;21.7;2.7;0;344;40;17;86
2019-06-11;2;20.2;2.1;0;211;27;18;77
2019-06-12;2;18.7;2.3;0;364;43;10;72
2019-06-13;2;20.8;2.2;0;277;24;13;79
2019-06-14;2;24.3;2.6;0;338;51;25;71
2019-06-15;2;24.7;3.3;0;365;22;20;92
2019-06-16;2;21.9;1.5;0;255;23;19;74
2019-06-17;2.2;22.9;2.1;0;353;43;23;71
2019-06-18;2.2;22.8;2.1;0;351;51;18;68
2019-06-19;2.2;24.3;1.2;0;355;48;20;75
2019-06-20;2.6;23.3;1.5;0;319;30;24;73
2019-06-21;2.2;23.9;0.9;0;310;36;17;83
2019-06-22;2;23.5;1.5;0;313;33;15;74
2019-06-23;2.2;24.3;1.4;0;348;22;16;68
2019-06-24;2;24.2;0.8;0;338;15;16;72
2019-06-25;2.6;24.5;0.9;0;261;36;26;67
2019-06-26;2.6;25.2;2;0;325;21;20.7611721544835;81
2019-06-27;2.2;27.5;0.4;0;338;60;20.8967573515605;87
2019-06-28;2;29;1.9;0;366;78;21.0323425486376;50
2019-06-29;2;29.6;1.9;0;367;47;21.1679277457146;66
2019-06-30;2;29.1;0.5;0;356;40;21.3035129427916;77
2019-07-01;2.8;26.6;1.6;0;339;28;21.4390981398686;62
2019-07-02;2.4;26.8;1.7;0;332;30;21.5746833369457;74
2019-07-03;2;27.7;0.8;0;353;62;21.7102685340227;71
2019-07-04;2;28;0.7;0;313;55;21.8458537310997;70
2019-07-05;2.4;27.4;1.3;0;335;57;21.9814389281767;59
2019-07-06;3.2;28.7;0.7;0;264;33;22.1170241252538;57
2019-07-07;3;29.7;2;6.6;221;28;22.2526093223308;48
2019-07-08;3;26.2;1.9;3.9;160;43;22.3881945194078;44
2019-07-09;2.2;26.6;3;0;324;39;22.5237797164848;72
2019-07-10;2;26.1;1.6;0;317;50;22.6593649135619;67
2019-07-11;2;27.4;2.7;0;343;43;22.7949501106389;65
2019-07-12;2;28.3;1.4;0;313;54;22.9305353077159;68
2019-07-13;2;27.6;1.5;0.3;272;20;23.0661205047929;66
2019-07-14;2;27.5;0.7;0;323;20;23.20170570187;63
2019-07-15;2;27.5;1.2;0;330;47;23.337290898947;64
2019-07-16;2;26.9;2.6;0;297;36;23.472876096024;72
2019-07-17;2;26.8;2.2;0;298;38;23.608461293101;78
2019-07-18;2;26.9;1.4;0;323;43;23.7440464901781;70
2019-07-19;2;26.9;1.3;0;312;35;23.8796316872551;71
2019-07-20;2;27.1;1.5;0;316;23;22;76
2019-07-21;2.2;27.9;0.9;0;316;13;21;64
2019-07-22;2;28.6;1.1;0;322;55;26;66
2019-07-23;2;29.6;0.6;0;327;63;30;63
2019-07-24;2.4;30;0.8;0;330;72;34;58
2019-07-25;2;28.8;1.5;0;328;49;28;61
2019-07-26;2.4;27.8;0.8;0;272;46;32;58
2019-07-27;3;28.8;3.1;0;334;19;51;57
2019-07-28;2;26;3.4;0;347;15;9;60
2019-07-29;2;27.7;3.3;0.3;335;43;24;51
2019-07-30;1.8;26.8;2.8;0;313;23;20;56
2019-07-31;2.2;26;2.5;0.6;187;21;22;56
2019-08-01;2.2;26.5;0.7;0;276;33;22;63
2019-08-02;2;27.2;0.7;0;328;34;21;78
2019-08-03;2;27;1.6;0;319;27;20;83
2019-08-04;2;27.7;1.1;0;318;15;21;70.9138172189938
2019-08-05;2.4;27.8;1;0;291;33;33;63
2019-08-06;2.8;28.3;1;0;270;27;39;66
2019-08-07;4;28.5;0.9;0;276;35;50;54
2019-08-08;2.6;30.2;1.8;0;323;42;38;49
2019-08-09;2.4;34.2;2.4;0;329;58;45;34
2019-08-10;2.4;30.3;1.3;0;307;18;27;55
2019-08-11;2.4;28.7;2;0;282;14;22;54
2019-08-12;2;27.5;1;0;264;25;24;37
2019-08-13;1.8;25.9;2.2;0;204;25;21;48
2019-08-14;1.8;27;2.2;0;309;26;23;50
2019-08-15;2;27.3;1.5;0;303;14;21;51
2019-08-16;2;27;2.5;0;254;17;18;55
2019-08-17;1.8;27.2;1.7;0;302;14;17;47
2019-08-18;2;27.7;2.4;0;300;11;18;49
2019-08-19;2.2;27.6;2.6;0;241;13;21;49
2019-08-20;2.4;26;6.6;0;153;10;28;53
2019-08-21;2;24.7;1.6;2.1;125;30;16;63
2019-08-22;2;25.3;1.8;0;314;35;14;62
2019-08-23;2;26.2;1.8;0;314;38;20;68
2019-08-24;2;26.3;1.4;0;308;30;19;68
2019-08-25;2.2;26.3;1.8;0;307;20;20;65
2019-08-26;2.4;26.2;0.7;0;154;26;25;75
2019-08-27;2;23.3;1.4;4.2;174;30;15;68
2019-08-28;2;25.2;1.1;0;301;48;18;65
2019-08-29;2;26.3;1.6;1.2;252;54;23;59
2019-08-30;2;27.4;1.3;0;287;50;25;56
2019-08-31;2;28;1.8;0;301;44;23;58
2019-09-01;2.2;28.2;1.8;0.6;285;21;22;81
2019-09-02;2;25.1;1.5;5.4;168;37;15;78
2019-09-03;2;26.4;1.2;0;204;33;16;60
2019-09-04;2;26.9;1.1;0;223;44;17;59
2019-09-05;2;26;2.3;0;278;40;18;61
2019-09-06;2;24.1;1.8;0.6;234;35;15;60
2019-09-07;2;23.4;1.4;35;146;22;17;72
2019-09-08;2;24.4;2.3;0;248;22;17;63
2019-09-09;2;25.7;1.7;0;265;43;23;63
2019-09-10;1.8;24.1;3.6;0;225;25;23;56
2019-09-11;2;19;4.5;18.9;89;22;10;67
2019-09-12;2;22.5;6.7;32.7;84;19;21;94
2019-09-13;2;22.2;8.5;12.2;30;14;19;97
2019-09-14;2;22.8;4.3;7.2;149;17;20;89
2019-09-15;2.6;24.2;7.1;0;160;6;26;97
2019-09-16;2.6;25.3;1.5;0;235;34;31;78
2019-09-17;3.2;25;0.9;0;210;70;41;50
2019-09-18;2;25.5;1.3;0;259;62;28;56
2019-09-19;2.6;24.5;0.5;0;235;57;35;59
2019-09-20;2.4;24.2;1;0;139;37;32;75
2019-09-21;2.2;25.1;1.2;0;200;28;24;76
2019-09-22;1.6;27.4;2.1;0;240;12;13;49
2019-09-23;1.4;23.8;1.4;0;224;49;18;51
2019-09-24;1.8;27.1;2.7;0;242;54;21;46
2019-09-25;1.8;25.3;1.6;0;246;45;19;57
2019-09-26;2.2;23.5;1.8;0;237;38;23;47
2019-09-27;2.4;24.4;1.7;0;240;48;29;56
2019-09-28;2.2;23.7;0.4;0;218;30;23;53
2019-09-29;2.2;24.2;1.2;0;241;27;27;47
2019-09-30;2.6;23.9;0.8;0;223;43;37;55
2019-10-01;3.2;25.8;1.2;0;226;55;45;47
2019-10-02;1.6;25.3;2.1;0;231;51;24;43
2019-10-03;1.8;22;1.9;0;216;53;24;51
2019-10-04;2;22.8;2.3;0;247;66;32;56
2019-10-05;2;22.5;1.1;0;229;38;22;53
2019-10-06;2;22.2;0.9;0;205;25;19;59
2019-10-07;2;22.4;0.7;0;200;64;36;45
2019-10-08;2;22.3;1.7;0;218;64;29;46
2019-10-09;2.2;23.3;0.3;0;206;35;22;60
2019-10-10;2;21.4;2.5;0;67;19;13;56
2019-10-11;1.8;23;1.6;0;191;52;18;54
2019-10-12;2.2;22.9;0.5;0;126;22;11;53
2019-10-13;2.4;22.9;1;0;173;24;13;62
2019-10-14;2.2;21.4;2.1;2.7;84;37;17;46
2019-10-15;1.6;18.4;3.1;0;214;31;7;48
2019-10-16;1.6;19.2;2.3;0;205;53;14;42
2019-10-17;2;20.9;2;0;190;41;16;54
2019-10-18;1.6;22.4;3;0;169;43;17;38
2019-10-19;1.8;21.7;2.5;0;179;30;16;52
2019-10-20;1.4;17.1;2.6;2.4;61;18;7;50
2019-10-21;1.2;15.4;1.8;0;137;49;10;42
2019-10-22;1;13;2.7;16.8;24;40;4;37
2019-10-23;1.2;13.9;3.4;0;167;26;4;43
2019-10-24;1.2;16.7;2.8;0;190;54;8;40
2019-10-25;2;17.6;1.4;0;191;99;19;36
2019-10-26;2;17.8;0.6;0;186;79;17;42
2019-10-27;2;17.7;1;0;178;50;17;46
2019-10-28;3.2;17.4;0.3;0;91;113;33;25
2019-10-29;3.6;18.7;0.3;0;160;146;42;26
2019-10-30;3.2;19.8;0.9;0;161;130;35;31
2019-10-31;1.8;22.3;1;0;154;103;15;25
2019-11-01;1;23;2.8;0;144;39;10;32
2019-11-02;1.6;22.3;5.4;0;154;13;13;50
2019-11-03;2;20.2;8.6;0.6;146;9;15;73
2019-11-04;2;19.9;6.4;0;129;21;10;60
2019-11-05;2;16.3;6;0;176;27;8;59
2019-11-06;1;16.5;1.9;0;170;71;20;41
2019-11-07;1;15.5;4.2;0;145;32;11;48
2019-11-08;1.4;13;6;0;132;30;10;53
2019-11-09;2;14.5;5.4;0;135;18;7;58
2019-11-10;2;13;4.5;0;125;14;5;67
2019-11-11;1.4;13.5;3.8;0;116;36;8;57
2019-11-12;1.8;15;3.2;0;156;41;9;62
2019-11-13;1.2;14.7;2.7;1.8;103;76;10;35
2019-11-14;1.4;12.9;5.6;0;92;29;8;52
2019-11-15;1;11;3.6;0;139;47;5;45
2019-11-16;1;10.8;2;0;143;45;7;43
2019-11-17;1.4;10.7;4;0.3;97;17;11;51
2019-11-18;1;11.7;3.5;0;114;72;7;47
2019-11-19;1;10.3;1.8;0;147;83;11;33
2019-11-20;1.4;11.4;1.6;0.9;139;75;15;35
2019-11-21;1.6;12.6;2.3;0;84;96;12;32
2019-11-22;1.6;13.2;2.3;0.3;57;103;10;24
2019-11-23;2;13.9;7.1;0;74;18;3;69
2019-11-24;1.6;13.6;4.5;0;129;18;3;56
2019-11-25;1;16.2;4.6;0;132;36;9;44
2019-11-26;1;17.9;4.2;0.3;136;52;12;39
2019-11-27;1.4;17.4;6;0;131;33;15;53
2019-11-28;1.4;15.3;5.3;0;103;29;10;51
2019-11-29;1;17.5;3.5;0;63;52;11;34
2019-11-30;1.2;17.1;2.3;0;130;55;12;31
2019-12-01;1.6;15.1;2.7;0;128;30;10;57
2019-12-02;1.6;12.1;7;15.9;8;22;7;59
2019-12-03;1.4;10;4.9;12.3;14;35;8;44
2019-12-04;1;11.2;6.6;36.4;47;45;3;46
2019-12-05;1;11.2;3.8;13.2;26;47;5;40
2019-12-06;1.8;12.1;0.9;0;38;80;15;33
2019-12-07;2.2;11.9;0.9;0;120;95;18;22
2019-12-08;1.6;12.2;2.4;0;123;42;11;21
2019-12-09;1.4;14.1;3.3;0;127;61;9;31
2019-12-10;1.4;12.9;2.1;0;125;83;14;27
2019-12-11;1.4;12.4;3.7;0;79;66;12;27
2019-12-12;1.2;11.1;6.9;0;52;27;8;43
2019-12-13;1.8;17.2;8.2;0;60;25;6;54
2019-12-14;1.8;15.4;4.6;0;110;25;5;58
2019-12-15;1.4;14;1.9;0;119;58;8;46
2019-12-16;2;11.4;1.8;0;38;89;19;25
2019-12-17;3;13.9;1;0;65;130;36;18
2019-12-18;1.4;12.9;2.4;0;108;56;11;27
2019-12-19;2.4;12.1;1;0;54;145;27;18
2019-12-20;1.2;18.5;5.7;2.1;44;47;14;42
2019-12-21;2;20.1;10;14.3;80;11;21;57
2019-12-22;2;17.4;9.1;1.7;98;11;9;68
2019-12-23;1.2;16.2;3.1;0;115;47;8;48
2019-12-24;1.4;16.2;1.9;0;126;72;14;28
2019-12-25;1.6;14.8;1.4;0;127;85;13;22
2019-12-26;2.2;15.9;1.2;0;112;174;25;13
2019-12-27;2.8;11.9;1.3;0;121;112;25;16
2019-12-28;3.6;9.9;0.6;0.2;123;96;29;22
2019-12-29;3.6;9.3;1.1;0;105;51;29;33
2019-12-30;3.6;9.9;1.3;0;48;100;32;24
2019-12-31;3.6;8.7;1.1;0;71;88;29;14
2020-01-01;3.8;8.5;1;0;99;61;29;23
2020-01-02;3.8;9;0.8;0;117;105;33;21
2020-01-03;4.2;8.3;0.6;0;104;123;38;18
2020-01-04;3.2;9.4;1.3;0;123;93;24;19
2020-01-05;2.2;10.2;1.6;0;129;58;15;24
2020-01-06;2.4;9.4;1.7;0;126;78;19;30
2020-01-07;3.6;8.7;1.2;0;126;153;33;14
2020-01-08;4;9.2;0.8;0;65;222;39;16
2020-01-09;3.6;9.3;1.6;0;123;127;30;20
2020-01-10;3;10.2;2.5;0;106;95;29;27
2020-01-11;1.8;9.6;2;0;133;90;13;31
2020-01-12;2.2;8.4;1.6;0;137;79;19;31
2020-01-13;3.4;8.8;1;0;127;167;34;21
2020-01-14;3.6;9.8;1.1;0;139;177;34;17
2020-01-15;3.6;11.2;0.6;0;115;173;36;14
2020-01-16;3.8;11.9;0.8;0;133;203;32;16
2020-01-17;2.2;13.6;4.1;0;104;74;28;30
2020-01-18;1.6;12.4;1.7;0;88;66;18;29
2020-01-19;1.6;8.4;8.5;25.9;9;17;5;55
2020-01-20;2;9.10201002035302;4.52811065483667;76;84.0886529896167;12;1;54
2020-01-21;3;9.40022405736543;3.99446507771918;31.2;83.5112056368615;63;38;52
2020-01-22;2.4;9.7;4.6;11.4;34;36;28;51
2020-01-23;3.2;9.9;1;0;98;93;53;50.3283874959298
2020-01-24;3.6;11.1;1.2;0;73;120;60;49.7056285408979
2020-01-25;3.6;11.2;0.6;0;55;63;56;49.0828695858659
2020-01-26;2;12.1;1.1;0;131;62;24;48.460110630834
2020-01-27;1.2;11.7;3.9;0;140;38;11;47.8373516758021
2020-01-28;1;14.9;4.6;0;43;31;7;47.2145927207701
2020-01-29;1;16.3;4.3;0;104;36;6;46.5918337657382
2020-01-30;1;16.1;4;0;122;36;8;45.9690748107063
2020-01-31;1;16.5;3.8;0;157;40;9;45.3463158556743
2020-02-01;1;18.6;3.4;0;146;33;4;44.7235569006424
2020-02-02;1;17.4;2.2;0;147;37;7;44.1007979456105
2020-02-03;1.8;17.4;1.4;0;144;132;26;43.4780389905785
2020-02-04;2.4;19.2;1.8;0;169;98;34;42.8552800355466
2020-02-05;1.6;12.2;1.8;0;132;43;13;48
2020-02-06;2.2;11;1.5;0;166;78;20;34
2020-02-07;2.4;11.1;0.3;0;61;126;26;19
2020-02-08;3;11.1;0.9;0;147;70;30;26
2020-02-09;3.4;11.9;1;0;161;55;32;20
2020-02-10;1.4;17.1;2.8;0;176;49;11;28
2020-02-11;1.8;17.1;1.2;0;176;77;18;20
2020-02-12;2.2;13.8;0.8;0;120;74;24;27
2020-02-13;3.8;14.2;0.4;0;165;102;36;23
2020-02-14;2.2;14.6;1.7;0;183;104;21;16
2020-02-15;3.2;12.5;1.8;0;183;50;24;28
2020-02-16;4.2;12;0.5;0;169;38;33;29
2020-02-17;4.2;13.3;1.3;0.6;179;67;41;28
2020-02-18;2.4;12.2;1.5;1.2;22;48;16;42
2020-02-19;1.4;12.3;1.3;0;145;64;12;36
2020-02-20;2.2;11.3;1.1;0;195;86;18;27
2020-02-21;3.4;11.6;0.8;0.3;195;113;29;20
2020-02-22;3.2;12.3;0.7;0;204;73;25;33
2020-02-23;2.4;12.6;1.3;0;209;52;21;33
2020-02-24;2.6;14.2;1.6;0;211;112;25;27
2020-02-25;2.8;16.6;2.6;0;159;80;34;25
2020-02-26;1.8;15.8;1.2;0.3;210;88;18;33
2020-02-27;2.8;16;3.2;0;218;50;40;33
2020-02-28;4.6;15.9;1.9;0;195;62;96;35
2020-02-29;3.8;16.5;5.1;0;171;22;67;41
2020-03-01;2;17;5.9;0;196;11;21;58
2020-03-02;2.8;15.7;9.5;11.4;203;18;48;62
2020-03-03;1.8;14.6;7.2;0;180;22;12;51
2020-03-04;1.2;19.3;4.6;0;194;37;8;36
2020-03-05;1.4;17.5;5.8;0.3;183;25;14;45
2020-03-06;2;13.6;6.4;0;202;25;10;60
2020-03-07;1.6;13.2;4.5;0;155;44;14;53
2020-03-08;1.4;14.3;1.9;0;247;43;13;46
2020-03-09;1.4;16.6;2.3;0;170;67;15;37
2020-03-10;1.6;15.2;1.7;0;150;82;18;38
2020-03-11;3;17;0.4;0;248;129;33;22
2020-03-12;3;15.5;0.5;0;223;82;30;40
2020-03-13;2.4;13.9;1.6;0;186;29;21;53
2020-03-14;1.4;14.4;0.7;0;240;38;13;36
2020-03-15;2;13.9;1.4;0;173;12;11;55
2020-03-16;1.8;11;2.4;5.1;26;28.4064048063187;14.2296307631096;60
2020-03-17;1.2;11.7;5;15.3;18;32;12;45
2020-03-18;2;13.3;2;0;174;16;14;56
2020-03-19;2;12.7;1.5;0;148;8;14;56
2020-03-20;2;12.6;3.7;0.3;99;11;11;67
2020-03-21;2;12;0.9;3.3;64;11;13;67
2020-03-22;2;12.2;1.1;7.8;143;6;7;67
2020-03-23;2;12.9;4.5;1.8;118;11;7;59
2020-03-24;2;12.4;9;0;79;4;11;73
2020-03-25;1.8;9.1;1.8;0.3;53;16;8;54
2020-03-26;1.4;10.2;2.4;0;213;24;12;49
2020-03-27;1.6;8.5;1.3;0.9;63;20;10;58
2020-03-28;1.8;11.3;1.4;0;268;14;12;57
2020-03-29;1.6;14.6;2.7;0;297;10;10;50
2020-03-30;2;11.5;2.3;1.5;86;13;12;53
2020-03-31;1.6;9.6;3.7;10.2;70;12;3;51
2020-04-01;2;13.8;1.8;0.3;218;15;2;62
2020-04-02;2;12.2;0.9;0.3;124;12;4;65
2020-04-03;2;12.9;1.8;0.6;277;23;8;55
2020-04-04;2;12.7;1.6;0;284;13;9;61
2020-04-05;2;13.2;1.4;0;200;11;9;70
2020-04-06;2.2;13.7;0.8;0;185;23;13;65
2020-04-07;2.2;14.9;0.6;0;197;12;12;77
2020-04-08;2.2;14.7;0.6;0;299;21;16;70
2020-04-09;2.2;14.7;0.6;0;241;19;15;74
2020-04-10;2.6;15.9;0.3;0;154;11;20;67
2020-04-11;2.2;16;1.4;0;275;14;15;65
2020-04-12;2.6;15.6;0.9;0;280;6;14;81
2020-04-13;2.6;15.8;1.1;0;268;6;11;93
2020-04-14;2;14.9;2.7;8.4;190;12;6;83
2020-04-15;2.6;13.6;1.1;13.8;32;13;13;56
2020-04-16;2.6;15.7;0.6;0;267;21;15;61
2020-04-17;2.4;15.8;0.7;0;125;23;14;55
2020-04-18;2.4;15.3;0.8;1.5;173;14;14;49
2020-04-19;2;15.4;0.7;4.2;50;6;5;62
2020-04-20;1;17.4;0.8;0;225;16;7;48
2020-04-21;2;13.6;3.4;12.9;47;16;3;53
2020-04-22;2;15.8;1.1;0.6;204;18;4;59
2020-04-23;2.2;16.1;1.4;0;260;20;10;64
2020-04-24;2.2;16.1;1.3;0;280;34;14;62
2020-04-25;2;15.6;1;0;253;11;11;67
2020-04-26;2.2;16.5;0.9;0;254;12;12;60
2020-04-27;2;18.7;2;0;236;22;10;47
2020-04-28;2;18.3;4.3;0;289;9;4;61
2020-04-29;2;19.8;3.8;0;341;12;5;64
2020-04-30;2;20.8;4.9;0;239;8;5;61
2020-05-01;2;23.1;4.5;0;329;3;4;52
2020-05-02;1;24.5;2.6;0;336;6;4;43
2020-05-03;2;22.8;0.9;0;342;15;4;51
2020-05-04;2;20;0.3;0;281;23;8;54
2020-05-05;1.4;21;0.3;0;277;36;9;43
2020-05-06;1.6;21;0.7;0;315;27;7;47
2020-05-07;2;20.5;0.7;0;259;20;5;55
2020-05-08;2;19.4;1.1;0;250;11;5;67
2020-05-09;2.2;19.2;0.8;0;192;11;7;65
2020-05-10;2;19.4;4.6;3.9;272;5;4;58
2020-05-11;2;20.3;5.5;0;269;10;2;58
2020-05-12;2;18.2;2.4;1.2;163;18;3;56
2020-05-13;2;18.8;2.8;0;298;13;2;65
2020-05-14;2;16.3;3.8;13.5;107;15;1;65
2020-05-15;2;16.6;1;0.3;159;30;2;54
2020-05-16;1.8;17.8;1.1;0;166;16;4;54
2020-05-17;2;18.7;1.3;0;338;10;2;55
2020-05-18;2;20;1.1;0;350;35;6;52
2020-05-19;2;22.1;1.5;0;349;42;7;68
2020-05-20;2;22.6;1;0;349;38;14;69
2020-05-21;2;22.9;1.4;0;348;44;8;69
2020-05-22;2;24;0.8;0;345;44;11.6272154672991;74
2020-05-23;2;22.7;1.1;0;333;21;12.9165340249155;71
2020-05-24;2;21.2;1.6;0;268;11;14.205852582532;64
2020-05-25;2;20.4;0.6;0;207;35;15.4951711401484;54
2020-05-26;2;21.6;0.6;0;332;28;18;72
2020-05-27;2;21.2;1.8;0.3;330;24;22;82
2020-05-28;2;21.2;1.3;0;345;25;15;85
2020-05-29;2;21;3.3;0;352;35;24;79
2020-05-30;2;20.9;2;0;344;22;13;84
2020-05-31;2;20.7;2.3;0;330;12;12;89
2020-06-01;2;21.7;1.5;0;304;34;19;79
2020-06-02;2;21.8;1;0;282;35;19;76
2020-06-03;2;23.1;2.4;0;311;39;27;78
2020-06-04;2;20.3;2.3;0.9;93;26;18;62
2020-06-05;2;21.3;2.3;0;360;33;12;76
2020-06-06;2;23.6;2.1;0;353;29;20;75
2020-06-07;2;21.6;3.5;2.1;282;13;15;70
2020-06-08;1;17.4;1.1;21;197;29;6;46
2020-06-09;2;19.3;2.2;0;348;32;10;65
2020-06-10;2;19.6;2.6;0;311;30;14;65
2020-06-11;2;24.6;3.2;0;337;30;24;67
2020-06-12;2;23;5.9;0;366;15;15;67
2020-06-13;2;23;3.5;0;364;15;10;76
2020-06-14;2;21.9;2.8;0;323;19;15;76
2020-06-15;2;22.4;0.8;0;352;40;23;64
2020-06-16;2;21.2;1.6;0;284;24;16;68
2020-06-17;2;21.1;1.2;0;268;33;15;68
2020-06-18;2;21.4;1.1;0;199;27;14;64
2020-06-19;2;21.7;1.9;0;226;35;13;63
2020-06-20;2;22.9;1.2;0;342;21;14;58
2020-06-21;2;23.8;0.6;0;325;20;14;57
2020-06-22;1.8;24.8;1.6;0;345;47;18;54
2020-06-23;2;23.6;2.9;0;330;35;15;61
2020-06-24;2;23.8;1.2;0;281;23;12;61
2020-06-25;1.8;25;1.2;0;342;51;15;72.0497274964368
2020-06-26;2;25.1;0.9;0;339;45;14;91
2020-06-27;2;24.9;1.4;0;341;27;18;75
2020-06-28;2;24.6;1.1;0;328;21;21;57
2020-06-29;2;25.1;1.3;1.2;346;38;25;58
2020-06-30;2;25.5;0.5;0;285;37;23;52
2020-07-01;2;26.1;1.3;0;349;38;25;61
2020-07-02;2;26.3;1.2;0;339;36;21;58
2020-07-03;2;24.6;2.5;0;170;32;16;60
2020-07-04;2;25.2;1.4;0;308;24;15;53
2020-07-05;1.8;25.3;1.9;0;355;18;13;59
2020-07-06;1.8;27;1.5;0;348;57;20;58
2020-07-07;2;25.8;1.6;0;337;28;15;60
2020-07-08;1.8;25.2;1.6;0;201;40;13;57
2020-07-09;2;26.2;0.8;0;285;45;18;61
2020-07-10;2;26.4;0.7;0;343;42.5760625501539;16.1362799395259;77
2020-07-11;2;25.2;1.2;0;263;43.6730051774815;16.0836671515618;68
2020-07-12;2;24.1;1.2;3;190;44.7699478048091;16.0310543635977;62
2020-07-13;2;25.4;0.6;0.3;303;45.8668904321368;15.9784415756336;63
2020-07-14;2;23.9;1;2.1;197;46.9638330594644;17;65
2020-07-15;2;24;2.6;0;330;48.060775686792;17;77
2020-07-16;2;24.9;2.5;0;313;57;13;79
2020-07-17;2;24.7;2;0;273;58;15;65
2020-07-18;1.8;24.8;2.8;0;327;36;13;58
2020-07-19;2;26;2.5;0;335;31;14;67
2020-07-20;2;25.7;1.2;0;185;50;15;66
2020-07-21;1.8;25.7;0.8;0;327;56;12;55
2020-07-22;2;26.1;0.7;0;230;43.9836030753352;14.6670901572751;51
2020-07-23;2;26.5;2.2;0;346;51;18;61
2020-07-24;2;26.2;1.5;0;331;38;15;68
2020-07-25;2;26.4;1.1;0;325;25;11;72
2020-07-26;2;26.5;0.9;0;337;17;13;68
2020-07-27;2;27.4;1.4;0;329;39;17;73
2020-07-28;2;27.5;1.2;0;331;34;19;64
2020-07-29;2;26.8;1.7;0;323;20;19;61
2020-07-30;2;27.8;0.6;0;309;33.7749173154632;17.9667544679441;57
2020-07-31;2;28.5;0.9;0;331;58;20;63
2020-08-01;2.2;28.3;0.8;0;316;26;21;62
2020-08-02;2;27.6;1.3;0;303;18;18;49
2020-08-03;1.6;26.3;2.3;0;225;32;13;46
2020-08-04;1.4;26.1;1.6;0;283;39;12;47
2020-08-05;2;26.1;2.4;0;298;31;12;51
2020-08-06;1.6;26.3;2.1;0;323;42;11;50
2020-08-07;2;26.6;1.6;0;315;48;18;60
2020-08-08;2;27.4;1.3;0;311;29;12;70
2020-08-09;2;27.8;1.6;0;313;18;9;68
2020-08-10;2;26.9;1.4;0;282;40;14;66
2020-08-11;2;26.7;1.5;0;170;24;13;62
2020-08-12;2;26.5;3;0;274;28;15;74
2020-08-13;2;27.7;2;0;320;38;21;67
2020-08-14;2;26.8;1;0;287;27;18;65
2020-08-15;2;26.7;1.6;0;314;22;16;63
2020-08-16;2;27.3;2.6;0;327;21;12;66
2020-08-17;2;26.3;1.7;0;321;40;13;71
2020-08-18;2;26.3;0.5;0;259;37;12;56
2020-08-19;2;26.9;2.5;0;314;40;13;66
2020-08-20;2;27.7;0.8;0;313;34;12;63
2020-08-21;2;27.3;1.2;0;305;34;14;61
2020-08-22;2;27.7;0.7;0;283;23;15;52
2020-08-23;1.8;26.6;1.8;0;233;20;13;48
2020-08-24;1.8;26.7;1.5;0.6;261;29;11;49
2020-08-25;2;26.7;2.5;0;304;30;11;53
2020-08-26;2;27;1.6;0;293;33;10;51
2020-08-27;2;27.1;1.1;0;295;38;11;54
2020-08-28;2;26.7;1.7;0;270;33;12;57
2020-08-29;1.8;23.6;2.2;0.3;193;20;10;43
2020-08-30;2;21.3;2.5;0;310;23;3;58
