Fecha;ICA_diario_avg;Temperatura;Velocidad.del.viento;Precipitacion;Radiacion.solar;NOx;PM10;O3
2021-12-14;2.4;11.3;1.1;0;123;100;26;21
2021-12-15;3.4;11;1.2;0;119;80;30;23
2021-12-16;2.4;10.4;1.2;0;91;54;22;35
2021-12-17;2.2;10.1;1.8;0;65;41;22;34
2021-12-18;2.4;10.457335807807;1.29655104773074;0;93.6456842224034;25;18;36
2021-12-19;2.8;10.7523698991273;1.15715587889347;0;91.7955343952214;35;24;34
2021-12-20;2.2;10.8;0.5;0;107;115;29;14
2021-12-21;2.4;14;1.9;0;84;47;20;19
2021-12-22;3.6;12.1;0.2;0;40;68;30;11
2021-12-23;3.2;13;0.6;0;72;70;26;13
2021-12-24;2;13.6;1;0;58;62;17;16
2021-12-25;1.6;14.8;2.5;0;65;13;4;53
2021-12-26;1;15;3.7;0;90;12;4;46
2021-12-27;1.8;18.3;6.2;0.4;117;14;8;57
2021-12-28;1.8;16.9;7.5;0.4;112;12;13;61
2021-12-29;1.4;16.6;2.7;0;125;32;9;38
2021-12-30;1.8;15.1;1.4;0;134;76;16;19
2021-12-31;2.6;13.9;0.3;0;139;157;26;12
2022-01-01;4;11.9;0.8;0;128;53;31;20
2022-01-02;3.6;12.5;0.4;0;121;75;28;14
2022-01-03;4;11.2;0.6;0;116;111;38;14
2022-01-04;1.6;16.5;4.8;0;126;26;16;40
2022-01-05;1.8;12;5.1;0;103;27;10;53
2022-01-06;1.6;9;1.7;0;137;30;9;50
2022-01-07;1.6;9.6;2.8;0;131;39;10;48
2022-01-08;1;10.9;2.4;0;118;19;8;49
2022-01-09;1.8;12.7;5.6;0;97;9;12;53
2022-01-10;1.4;15.8;4.4;0;119;29;11;50
2022-01-11;1;11.4;0.9;8.4;60;55;9;48
2022-01-12;1.4;10.4;1.4;0;133;58;9;41
2022-01-13;1.4;9.8;0.7;3.6;104;67;12;39
2022-01-14;2;7.8;2;0;113;41;15;28
2022-01-15;2;8.5;1.6;0;139;40;15;38
2022-01-16;2;8.3;2;0;142;40;14;43
2022-01-17;2.4;8.1;2;0;143;94;21;30
2022-01-18;2.4;7.6;1.5;0;149;90;24;33
2022-01-19;2.4;7.6;1.9;0;106;84;23;28
2022-01-20;2.8;7.8;1.3;0;122;114;29;26
2022-01-21;1.8;8.5;1.5;0;148;79;18;39
2022-01-22;1.8;9;0.9;0;116;50;14;41
2022-01-23;2;8.2;2;0;44;20;16;35
2022-01-24;1.8;8.9;2.2;4.4;57;27;12;33.6206408979574
2022-01-25;1.8;9.9;1.8;5.6;115;28;10;31.8017288156691
2022-01-26;2;9.2;1.2;1.6;151;73;16;33
2022-01-27;2.2;9.4;1.5;0;158;128;23;19
2022-01-28;2.4;9.7;2.2;0;162;104;20;22
2022-01-29;2;10.6;2.3;0;166;78;18;33
2022-01-30;2.2;11.6;1;0;167;69;20;31
2022-01-31;1.6;14.2;3;0;166;63;19;36
2022-02-01;1.6;13;2.2;0;165;73;15;35
2022-02-02;2.2;14.1;1.4;0;172;100;20;26
2022-02-03;3;13.3;1.3;0;170;112;27;19
2022-02-04;4;12.9;0.6;0;116;91;34;29
2022-02-05;3.4;12.5;0.4;0;54;62;28;23
2022-02-06;2;11.3;1;0;145;31;16;35
2022-02-07;2.2;11.3;1.1;0;174;81;20;28
2022-02-08;2;11.1;1.1;0;172;67;17;34
2022-02-09;2;11.6;0.7;0;162;54;16;45
2022-02-10;2;10.6;1.1;0;176;62;17;43
2022-02-11;2.6;10.8;0.6;0;166;92;27;29
2022-02-12;2.4;10.9;1.7;0;144;45;23;40
2022-02-13;2.4;12;1.5;0.8;160;38;22;39
2022-02-14;1.8;14.1;4.3;0;189;22;8;60
2022-02-15;1.4;12.5;4.4;0;123;28;7;56
2022-02-16;1.6;15.1;3;0;177;26;10;49
2022-02-17;1.4;15;2.8;0;196;41;10;41
2022-02-18;2.2;14.5;1.4;0;199;85;21;39
2022-02-19;1.8;12.4;2.6;0;49;31;12;59
2022-02-20;1.4;11.2;1.9;0;200;25;7;47
2022-02-21;1.6;15.1;2.5;0;204;38;13;47
2022-02-22;1.6;13.4;2.2;0;211;82;15;38
2022-02-23;1.6;12.1;1.6;1.6;175;64;16;36
2022-02-24;1.6;12;0.9;0;157;56;14;44
2022-02-25;1.4;11.6;0.6;4.4;42;40;11;42
2022-02-26;1.2;10.9;2.3;2;28;34;9;48
2022-02-27;1.6;11;0.8;0;113;27;10;51
2022-02-28;1.6;12;1.5;0;186;62;13;45
2022-03-01;2;11.7;2;0;221;62;16;42
2022-03-02;2.8;12.9;2.5;0;195;52;23;43
2022-03-03;2.2;12;1.7;13.2;184;59;18;46
2022-03-04;1.8;12.5;2.4;19.2;156;40;11;53
2022-03-05;1.6;11.7;0.9;0;115;33;8;55
2022-03-06;1.8;9.3;4.5;8;71;8;5;62
2022-03-07;1.4;8.7;2.1;19.6;27;36;7;47
2022-03-08;1.8;11.2;0.9;0;120;51;14;33
2022-03-09;1.8;11.2;1.3;0;235;58;14;44
2022-03-10;2;11.8;1.8;0;196;45;15;58
2022-03-11;2;12.7;0.5;3.2;102;65;22;46
2022-03-12;1.8;14.1;3;0.4;226;30;11;62
2022-03-13;1.6;14;0.8;0;209;29;14;50
2022-03-14;2;12.7;10.1;8.4;58;8;10;77
2022-03-15;2.2;12.6314863993368;12.8;2.4;82;5;16;82
2022-03-16;2;12.4616493762495;10.9;3.2;35;7;12;80
2022-03-17;2;12.2918123531622;12.4;40.8;50;6;13;72
2022-03-18;2;12.1219753300749;8.3;3.2;141;9;20;62
2022-03-19;2.8;11.9521383069876;6.8;8.4;61;12;40;73
2022-03-20;2;11.7823012839003;5.8;2.8;103;10;15;79
2022-03-21;2;11.612464260813;3.3;3.10938140835567;22;25;8;84
2022-03-22;2;11.5;4;3.1145607732884;116;19;10;91
2022-03-23;2.2;10.8;6;3.11974013822113;39;13;9;93
2022-03-24;2.2;9.4;11.3;3.12491950315386;20;13;9;81
2022-03-25;2.2;10.9;11.7;6.4;25;9;15;92
2022-03-26;2.4;10.7;11;0.2;40;6;12;92
2022-03-27;2.2;12.8;1.4;0;200;14;16;84
2022-03-28;2;11.7;0.7;0;183;37;22;66
2022-03-29;2.6;12.2;0.9;0;167;39;28;57
2022-03-30;2.4;12.7;1.2;9.8;107;45;25;49
2022-03-31;1.8;13.7;2.8;2;227;24;7;63
2022-04-01;2;11;4.3;0;295;14;6;77
2022-04-02;2;9.7;3.2;0;304;10;3;81
2022-04-03;2;8.4;2.2;0.8;307;12;3;80
2022-04-04;2;8;7.3;2.8;63;11;7;76
2022-04-05;2;9.6;5.2;4.8;59;15;8;80
2022-04-06;2;11.7;4.2;0.8;201;26;7;63
2022-04-07;2;17.9;6.3;0;303;12;9;63
2022-04-08;1.8;19;5.3;0;264;16;11;55
2022-04-09;2;17;2.4;0;240;9;9;63
2022-04-10;2;13.2;2.3;0;113;15;12;61
2022-04-11;2;12.9;1.7;0;151;19;13;61
2022-04-12;2;13.1;0.4;2.8;51;30;16;63
2022-04-13;2;12.8;3.5;24.8;75;21;11;58
2022-04-14;2;15;4.3;0;240;13;10;80
2022-04-15;2;17.9;1.4;0;247;17;12;71
2022-04-16;2;19.4;1.7;0;307;26;19;61
2022-04-17;2;18;0.9;0;317;15;15;65
2022-04-18;2;16.1;1.3;0.4;296;11;17;74
2022-04-19;2;14.7;1;1.2;178;12;13;84
2022-04-20;1.8;11.2;2.8;49.2;40;24;9;71.3993491348459
2022-04-21;1.8;14;2.5;1.6;267;40;6;65.8577560034122
2022-04-22;1.8;15.3;3.3;0;170;36;12;50
2022-04-23;2;14.2;6.2;1.2;302;5;5;75
2022-04-24;2;17.6;4.2;0;343;9;4;73
2022-04-25;2;15.7;1.1;0;339;18;8;62
2022-04-26;1.8;15.3;0.7;0;289;40;10;62
2022-04-27;2;14.7;0.4;0.4;73;60;22;32
2022-04-28;2;14.3;1.5;9.2;85;30;18;53
2022-04-29;1.8;16.7;1.4;0;330;38;15;57
2022-04-30;2;18.7;1.4;0;231;36;19;70
2022-05-01;2;17.6;0.4;0;302;22;18;67
2022-05-02;2;15.6;1.2;7.6;160;28;19;72
2022-05-03;2;12.8;2.7;165.2;48;24;7;73
2022-05-04;2;14.1;5.3;2.8;101;22;14;63.1173600428654
2022-05-05;1.8;16.8;2.5;0.4;311;32;11;56
2022-05-06;1.6;17;1.8;0;338;48;15;47
2022-05-07;1.8;17.7;2.2;0;331;21;12;52
2022-05-08;2;18.1;2.3;0;335;15;11;71
2022-05-09;2;18.2;0.6;0;339;31;14;67
2022-05-10;2.2;18.3;2.5;0;347;41;15;65
2022-05-11;2;18.6;2.2;0;344;44;16;55
2022-05-12;1.8;18.5;0.7;0;331;33;12;65
2022-05-13;2;19.1;0.4;0;341;42;15;54
2022-05-14;2;19.7;1.1;0;316;26;15;57
2022-05-15;2;20.2;1.2;0;316;16;13;74
2022-05-16;2.2;21.8;0.9;0;340;44;19;58
2022-05-17;2.2;21.9;1;0;337;54;20;53
2022-05-18;2;21.1;0.5;0;330;22;18;60
2022-05-19;2;21.7;0.4;0;325;26;18;55
2022-05-20;1.8;22.7;0.5;0;331;35;14;69
2022-05-21;1.8;22.9;0.8;0;320;34;13;62
2022-05-22;1.8;23.2;0.9;0;297;18;11;67
2022-05-23;2;24.5;2.5;0;337;21;15;69
2022-05-24;1.8;20.2;3.2;6;258;11;11;63
2022-05-25;1.8;17.3;1.6;0;244;20;4;66
2022-05-26;1.8;19;2.4;0;348;34;7;55
2022-05-27;1.8;21;1.1;0;344;46;8;55
2022-05-28;1.8;23.7;2.4;0;344;27;9;72
2022-05-29;2;22;2.1;0;334;8;7;76
2022-05-30;2;21.4;1;0;318;16;8;72
2022-05-31;2;21.2;0.5;0;310;25;9;62
2022-06-01;2.2;21.6;1;0;336;27;10.2619100160611;65
2022-06-02;2.2;21.6;1;0;283;20;11.028302514274;56
2022-06-03;2.2;22.8;0.8;0;333;20;11.7946950124869;65
2022-06-04;2.2;22.7;0.5;0;339;18;12.5610875106998;54
2022-06-05;2;24.3;2.4;0;338;13;13.3274800089127;62
2022-06-06;2;23;0.8;0;334;26;14.0938725071257;60
2022-06-07;2;22.7;0.7;0;348;22;14.8602650053386;56
2022-06-08;2.2;24.2;0.5;0;290;28;20;65
2022-06-09;2;24.1;2.6;0;347;30;15;55
2022-06-10;1.8;23.8;0.9;0;351;30;14;49
2022-06-11;1.8;24.5;1.6;0;361;23;12;53
2022-06-12;1.8;25;1.4;0;347;20;12;65
2022-06-13;2.4;24.5;0.8;0;300;44;19;59
2022-06-14;2;25.2;1;0;339;31;18;57
2022-06-15;2;26.6;1.3;0;310;27;13;70
2022-06-16;2;27.3;0.8;0;332;41;18;66
2022-06-17;2.4;28.3;1.5;0;341;52;32;59
2022-06-18;2.4;27.4;1.3;0;346;26;25;85
2022-06-19;2;25.7;1.3;0;316;8;19;86
2022-06-20;2.2;25.6;1.2;0;305;25;23;77
2022-06-21;2;25.2;1;0;168;33;24;58
2022-06-22;2.2;25.1;2.8;0;349;21;20;63
2022-06-23;2;26.4;3.4;0;349;31;15;69
2022-06-24;2;25.8;3.9;0;351;10;11;74
2022-06-25;2;24;1.7;0;343;13;10;80
2022-06-26;2;23.3;1.1;0;306;7;9;77
2022-06-27;2;22.1;2.8;0;163;9;11;61
2022-06-28;1.8;22.5;3.3;0;347;22;11;58
2022-06-29;1.8;23.6;1.8;0;336;27;12;60
2022-06-30;2;23.9;0.9;0;311;20;10;71
2022-07-01;2;23.3;0.9;0;255;16;11;61
2022-07-02;2;23.8;0.5;0;304;14;9;62
2022-07-03;2;24.8;0.4;0;275;14;12;71
2022-07-04;2;25.3;0.7;0;328;29;15;69
2022-07-05;2;24.9;1.3;0.8;256;13;17;78
2022-07-06;2;24.5;1.7;1.6;237;14;20;79
2022-07-07;2;24.3;1.6;0;333;28;16;64
2022-07-08;2;25.3;2.3;0;343;36;24;87
2022-07-09;2;25.5;2.4;0;345;18;15;87
2022-07-10;2;26.1;1.2;0;340;13;13;92
2022-07-11;2;26.6;1.6;0;337;35;20;89
2022-07-12;2;27.3;1.7;0;340;41;15;75
2022-07-13;2.2;27.6;3.5;0;335;35;19;72
2022-07-14;2;26.5;1.4;0;325;26;13;70
2022-07-15;2;27.6;0.8;0;350;47;19;60
2022-07-16;2;27.5779339517885;1.27762297011685;0;335.180347433444;24;19;76
2022-07-17;2;27.6410631346797;1.23934832759949;0;335.440290095262;18;18;87
2022-07-18;2;27.704192317571;1.20107368508212;0;335.70023275708;39;23;78.954916509745
2022-07-19;2.2;27.7673215004622;1.16279904256476;0;335.960175418898;32;32;78
2022-07-20;2;27.9;0.7;0;411;22;22;74
2022-07-21;2;27.2;0.9;0;319;30;23;65
2022-07-22;2.2;27.3;2.9;0;333;27;29;68
2022-07-23;2.2;27.1;1.5;0;322;11;29;77
2022-07-24;2.2;27.3;1.9;0;333;13;27;76
2022-07-25;2.2;28.2;0.7;0;288;29;31;64
2022-07-26;2;27.5;2.1;0;296;19;24;74
2022-07-27;2;27.1;2;0;271;25;23;72
2022-07-28;2.2;27;2.3;0;318;21;27;66
2022-07-29;2;27.1;1.4;0;247;18;23;77
2022-07-30;2;27.1;1.3;0;232;7;18;72
2022-07-31;2;27.3;1.1;0;259;10;18;76.0450876231486
2022-08-01;2;27.1;1.1;0;218;24;21;76
2022-08-02;2;27.9;1.6;0;324;28;22;86
2022-08-03;2;27.8;2.5;0;327;22;20;90
2022-08-04;2;28.1;2.5;0;323;23;17;83
2022-08-05;2;27.9;1.3;0;328;22;17;76
2022-08-06;2;27.6;1.7;0;321;12;15;80
2022-08-07;2;27.4;1.9;0;327;8;16;74
2022-08-08;2;27.7;1.1;0;326;21;19;82
2022-08-09;2;27.8;1;0;325;18;18;83
2022-08-10;2;28.2;0.9;0;316;17;18;84
2022-08-11;2;27.6;1.4;0;316;27;18;78
2022-08-12;2;28.7;2.1;0;308;24;24;76
2022-08-13;3.6;32.2;6.9;2.8;117;11;83;87
2022-08-14;2.6;30.1;2.9;0.4;307;14;26;67
2022-08-15;2.2;27.7;1.5;0;321;8;25;75
2022-08-16;2.8;27.3;2.8;0;313;16;33;84
2022-08-17;3.2;26.4;1.7;0.4;294;23;44;86
2022-08-18;2.6;23.9;2.1;0.4;303;22;39;82
2022-08-19;2;24.4;2.1;0;309;20;25;70
2022-08-20;2;25.4;2.3;0;312;10;14;62
2022-08-21;2;26.8;0.9;0;287;12;17;69
2022-08-22;2;26.6;1.4;0;300;20;13;63
2022-08-23;1.6;26.4;2;0;296;20;11;46
2022-08-24;1.8;26.7;2.4;0;277;14;11;49
2022-08-25;1.8;26;2.3;0.8;266;17;13;48
2022-08-26;2;24.4;1.4;0.4;217;16;15;56
2022-08-27;2;24.9;1.8;0.4;289;13;12;71
2022-08-28;2;26;1.6;0;291;12;13;70
2022-08-29;2;26.1;1.2;0;238;24;18;62
2022-08-30;2;26.2;2;4.4;236;18;21;59
2022-08-31;3;28.4;4.2;2;296;17;33;61
2022-09-01;2.4;25.9;0.7;0;217;28;26;58
2022-09-02;2.2;27.8;2.2;0;280;22;25;61
2022-09-03;2.2;25.6;1.8;0;288;18;22;61
2022-09-04;2;25.8;0.8;0;291;10;15;65
2022-09-05;2;25.9;1.2;0;258;26;18;57
2022-09-06;2;26.4;1.9;0;294;37;25;66
2022-09-07;2;27;1.5;0;276;46;25;64
2022-09-08;2;26.1;0.8;0;254;35;20;67
2022-09-09;2;26.1;1.1;0;266;38;18;69
2022-09-10;2;25.6;1.5;0;244;15;11;57.6122789632891
2022-09-11;2;25.5;1.6;0;253;10;12;50.6651681185457
2022-09-12;2;25.8;0.7;0;168;21;14;43.7180572738024
2022-09-13;1.6;23.5;1.3;2.4;43;30;19;27
2022-09-14;1.4;24.6;1.4;0;137;25;16;38
2022-09-15;2;25.1;2.2;0;263;26;13;64
2022-09-16;2;24.7;1.1;0;249;33;12;59
2022-09-17;2;23.3;0.8;0;188;12;14;61
2022-09-18;2;21.3;1.3;1.6;40;11;15;60
2022-09-19;1.8;23.1;1.5;0;243;33;16;59
2022-09-20;2;23.3;1.5;0;249;38;17;57
2022-09-21;2;23;1.5;0;158;35;17;56
2022-09-22;2;22.6;0.9;2;182;25;15;64
2022-09-23;2;23.2;1.3;0;191;41;20;63
2022-09-24;2;21.9;1.9;0;145;14;20;73
2022-09-25;2;20.2;3.4;12.8;184;6;10;71
2022-09-26;1.4;19.3;1.3;0.4;150;29;12;54
2022-09-27;1.2;21.5;3.1;1.06278549737681;245;30;12;53
2022-09-28;1.4;23;2.1;0;202;25;12;51
2022-09-29;1.6;20.6;3.7;0;178;18;12;57
2022-09-30;2;19.4;2.8;0;252;27;10;63
2022-10-01;2;19.4;2.5;0;249;24;10;61
2022-10-02;2;19.8;1.6;0;252;16;8;63
2022-10-03;1.6;20.6;0.7;0;124;49;19;47
2022-10-04;1.8;21.5;0.7;0;182;44;20;51
2022-10-05;1.8;20.8;0.9;0;90;34;14;58
2022-10-06;2;20.2;3.7;2;119;11;13;62
2022-10-07;2;19.7;0.8;4.8;96;21;13;66
2022-10-08;2;20.3;0.9;0.8;192;14;18;64
2022-10-09;2;20.2;1;0.4;134;17;18;65
2022-10-10;2.2;19.5;0.7;4.4;135;40;25;50
2022-10-11;1.8;18.2;1.9;4.4;75;16;17;55
2022-10-12;2;19.6;0.9;0;195;10;21;57
2022-10-13;2;20.1;1.8;0;210;41;26;47
2022-10-14;1.8;22;1.8;0;213;47;28;44
2022-10-15;2.2;21.3;1.1;3.2;202;35;30;57
2022-10-16;2;20.9;0.6;0.4;176;19;28;56
2022-10-17;2;21.1;0.4;0;141;42;29;52
2022-10-18;2.4;21.2;0.3;0;130;43;37;42
2022-10-19;3;21.1;0.8;0;139;36;44;43
2022-10-20;3.2;21.6;0.5;0;78;40;44;38
2022-10-21;2;22.3;1.7;0;123;26;26;37
2022-10-22;2;20.6;1;0;127;30;22;30
2022-10-23;3;20.7;0.9;0;94;23;35;26
2022-10-24;2.2;21.4;0.9;0;124;65;29;22
2022-10-25;2.4;20.5;0.7;0;165;54;31;25.736707156842
2022-10-26;3.8;20.9;0.3;2.8;116;73;48;26.8627439369438
2022-10-27;3.2;20.4;1;0;143;51;42;27.9887807170456
2022-10-28;3;19.6;1.4;0;136;37;40;29.1148174971474
2022-10-29;2.8;19.3;1.3;0;121;26;38;30.2408542772492
2022-10-30;2.4;18.7;1.3;0;104;18;33;31.366891057351
2022-10-31;2.6;19.8;0.9;0;92;43;37;32.4929278374528
2022-11-01;2.2;21.2;1;0;165;33;30;33.6189646175546
2022-11-02;2.2;19.7;1.6;0;127;25;28;34.7450013976565
2022-11-03;2;20;2.8;0;83;25;37;35.8710381777583
2022-11-04;1.6;18.8;3.6;0;171;18;15;36.9970749578601
2022-11-05;1.2;16.1;2.2;0;176;32;15;38.1231117379619
2022-11-06;1.4;16.7;2.7;0;174;18;18;39.2491485180637
2022-11-07;1.4;17.2;2.3;0;150;50;19;40.3751852981655
2022-11-08;2;18.6;2.5;0;139;36;28;41.5012220782673
2022-11-09;1.4;18.6;2.4;0;110;34;17;42.6272588583691
2022-11-10;1.2;16.6;1.8;14;159;28;11;46
2022-11-11;1;14.5;2.5;75.6;15;35;12;37
2022-11-12;2;17.7;3.5;4;52;19;20;56
2022-11-13;1.6;16.7;2;0;126;21;22;34
2022-11-14;1.8;17.3;2.9;0;121;33;27;31
2022-11-15;1;19.3;4.5;0;87;17;14;40
2022-11-16;1.4;18.5;5.9;0;86;10;10;46
2022-11-17;1.2;19.7;7.6;0;93;9;10;43
2022-11-18;1;15;4.5;0;36;15;11;43
2022-11-19;1.2;12.8;4.3;0;140;13;8;49
2022-11-20;1.2;15;4;0;149;9;7;50
2022-11-21;1.4;16.3;7;0.8;50;9;12;47
2022-11-22;1.6;13.5;7.1;0;113;13;9;52
2022-11-23;1.2;18.8;8.6;0;111;6;13;43
2022-11-24;1;18.3;2.9;0;135;40;15;38
2022-11-25;1;17.2;4.5;0;97;17;12;44
2022-11-26;1.2;13.3;1.5;0;128;45;21;34
2022-11-27;2;11.6;1.5;0;132;34;22;31
2022-11-28;1;13.7;4.2;0;140;26;14;44
2022-11-29;1.2;13.9;3;0;141;14;10;46
2022-11-30;1.6;12.2;1.5;0;88;70;25;31
2022-12-01;1.2;11.6;5.4;4;35;13;14;45
2022-12-02;1.2;10.9;5.6;0;75;12;17;46
2022-12-03;2;10.7;1.8;0;109;26;23;38
2022-12-04;2;11.9;2.1;0;101;24;25;38
2022-12-05;2.2;12.3;3.5;0;40;23;28;36
2022-12-06;2.6;13.7;0.8;0;63;34;38;35
2022-12-07;3.4;13.7;0.5;0;77;53;53;31
2022-12-08;3.8;12.8;0.7;1.2;35;32;57;22
2022-12-09;1.4;14.8;3.1;0.8;59;57;14;35
2022-12-10;1;14.7;3.8;0;97;17;7;44
2022-12-11;1;11.1;1.8;8;25;15;12;43
2022-12-12;2;14.2;2.7;0;41;63;25;27
2022-12-13;1;18.8;5.1;2;24;33;7;36
2022-12-14;1;17;3.5;0;56;55;12;35
2022-12-15;1.2;14.6;4.8;0.4;71;16;8;45
2022-12-16;1;14;3.1;0;125;29;10;41
2022-12-17;1.8;12.1;1.3;0;57;47;20;23
2022-12-18;2;12.2;1.6;0;123;25;25;25
2022-12-19;2;12.3;1.4;0;122;60;29;27
2022-12-20;2;13.4;2.1;0;101;53;30;23
2022-12-21;1.4;16.5;5.5;0;99;14;10;42
2022-12-22;1.2;16.7;3.5;0;117;29;9;28
2022-12-23;1;17.5;4;0;118;22;9;27
2022-12-24;1.6;17.2;2.2;0;124;36;18;27
2022-12-25;1.2;17;2.5;0;127;23;16;27
2022-12-26;2.4;15;1.5;0;104;93;40;14
2022-12-27;2;13.8;1.4;0;128;63;35;20
2022-12-28;3.2;12.6;1.3;0;122;76;49;17
2022-12-29;1.6;14.3;4.5;0.8;113;20;27;32
2022-12-30;1.8;16.2;5.7;0;51;19;26;37
2022-12-31;2;15.8;1.6;0;122;32;26;27
2023-01-01;2.2;12.5;1.6;0;99;26;34;25
2023-01-02;2.8;11.6;1;0;79;55;48;20
2023-01-03;3.6;13.1;0.7;0;74;78;54;19
2023-01-04;2.6;12.3;1.1;0;126;66;42;16
2023-01-05;2.8;10.6;1.3;0;128;65;43;17
2023-01-06;2.4;10.6;0.8;0;130;41;38;26
2023-01-07;2;11.9;3.2;0;131;16;33;21.5078199953008
2023-01-08;1.5;17.7;5.2;0;35;10;21;20.4721739442036
2023-01-09;1;16.8;4.1;0;120;35;16;19.4365278931065
2023-01-10;1.2;13.6;1.5;0;133;46;20;18
2023-01-11;1.8;14.4;1.8;0;125;41;24;15
2023-01-12;1.6;11.9;1.8;0;136;49;29;25
2023-01-13;2.2;12;1.3;0;115;79;40;14
2023-01-14;2;12.7;3.7;0;139;26;25;25
2023-01-15;1.4;12.8;5.7;0;120;8;39;35
2023-01-16;2.2;11.7;8.3;0;94;9;77;40.9074878294046
2023-01-17;2.2;13.8;11.4;7.6;136;8;88;47.683960108007
2023-01-18;2;9.3;5.3;0;150;15;12;59
2023-01-19;1.8;9.3;5.8;0;129;12;14;56
2023-01-20;1.4;12.4;3.6;0;139;52;23;53
2023-01-21;1.6;9.5;3.5;0;150;27;23;56
2023-01-22;2;8.2;3.7;0;155;9;11;66
2023-01-23;1.8;7;1.4;0;143;59;25;45
2023-01-24;2;6.8;1.4;0;154;27;24;41
2023-01-25;2;8;2.9;0;104;45;33;36
2023-01-26;2;7.8;1.6;0;154;76;32;35
2023-01-27;1.8;7.5;1.8;0;155;53;30;40
2023-01-28;1.6;7;2.1;0;160;31;21;54
2023-01-29;1;6.1;1.2;0;69;15;15;49
2023-01-30;2;7.3;2.6;0;162;55;31;37
2023-01-31;2;8.9;1;0.8;173;68;38;34
2023-02-01;2.2;8.1;2.2;0;163;73;48;36
2023-02-02;2.6;9.5;2.1;0;167;67;33;36
2023-02-03;2.2;10;1.9;0;171;75;20;21
2023-02-04;2;13;1.9;0;177;72;17;36
2023-02-05;1.8;11.1;1.8;0;174;37;15;36
2023-02-06;1.4;6.9;5.1;4.8;22;19;12;48
2023-02-07;1.6;8.9;2.6;0;127;25;10;54
2023-02-08;1.8;7.9;6.1;35.6;27;12;6;57
2023-02-09;2;8.6;3;0.4;126;17;8;67
2023-02-10;2;7.8;0.8;0;112;77;17;36
2023-02-11;1.8;7.8;1.5;0;114;32;13;56
2023-02-12;2;8.3;1.2;0;107;31;17;60
2023-02-13;2;8;1.4;0;129;53;18;45
2023-02-14;2;10;0.9;0;78;35;18;61
2023-02-15;2;10.7;1.4;0;137;40;14;57
2023-02-16;2.4;10.6;0.7;0;156;72;24;47
2023-02-17;2.8;10.1;1.4;0;197;66;25;39
2023-02-18;2.6;9.9;1.4;0;113;49;23;39
2023-02-19;3.6;11.9;0.6;0;178;48;25;32
2023-02-20;3.8;12.1;0.8;0;169;90;32;29
2023-02-21;3.4;11.3;0.8;0;117;93;26;21
2023-02-22;4;12;0.4;0;175;62;36;39
2023-02-23;4;11.3;0.7;0;101;41;35;41
2023-02-24;1.4;8.9;1.5;0;172;45;8;49
2023-02-25;1.6;9.8;2.7;0;201;18;9;54
2023-02-26;1.8;9.8;4.1;0;178;10;11;67
2023-02-27;1.75;5.3;6.5;0;182;14;11;70
2023-02-28;1.8;8.7;3;0;223;34;9;61
2023-03-01;2;7;2.7;0;207;26;9;62
2023-03-02;2;7.8;1.3;0;214;43;18;63
2023-03-03;2;9;2.5;0;190;50;20;58
2023-03-04;2;8.7;2.2;0;231;22;20;66
2023-03-05;2;10.7;2.7;0.4;204;20;22;65
2023-03-06;2;13.2;3.9;0.4;239;22;7;59
2023-03-07;2;15.9;5.6;0;195;14;10;63
2023-03-08;2;19.5;6;0;209;11;9;53
2023-03-09;2;19.6;5.1;0;120;14;13;52
2023-03-10;2;20.1;5.7;0;230;19;10;69
2023-03-11;2;20.4;5.4;0;184;10;16;58
2023-03-12;1.4;20.6;2.5;0;245;14;10;40
2023-03-13;2;20.8;3.3;0;229;46;24;35
2023-03-14;2;17.7;2.4;0;258;30;12;68
2023-03-15;2;14.5;2.3;0;257;38;16;57
2023-03-16;2.4;13.5;0.6;0;255;34;27;63
2023-03-17;2.4;13.3;0.5;0;206;22;20;66
2023-03-18;2.4;14.7;2.7;0;182;20;26;54
2023-03-19;2.8;14.2;1.8;0;263;24;28;56
2023-03-20;1.8;14.4;3.3;0;254;35;9;46
2023-03-21;2;13.8;1.4;0;234;38;19;61
2023-03-22;2.8;13.5;1.2;0;261;38;24;65
2023-03-23;3.2;15.2;0.7;0;266;46;28;60
2023-03-24;3.4;18.9;1.9;0;169;40;35;55
2023-03-25;2;17.1;0.9;0;275;24;19;66
2023-03-26;2;21.1;3.7;0;250;14;29;58
2023-03-27;2;16.1;3.7;0;296;21;11;70
2023-03-28;2;13.6;2.7;0;276;37;12;61
2023-03-29;2;14.2;1.3;0;284;42;10;62
2023-03-30;2;19.7;2.2;0;216;45;29;57
2023-03-31;2.4;22.9;7.8;0;170;12;30;72
2023-04-01;2;18.5;3.1;0;233;13;17;74
2023-04-02;2;16.7;5.2;0;308;11;13;77
2023-04-03;2;14.1;2.7;0;297;31;7;71
2023-04-04;2;13.5;1.1;0;304;33;6;60
2023-04-05;2;13.3;2.5;0;302;29;10;68.9964622513119
2023-04-06;2;13.1;2.1;0;287;33;8;72
2023-04-07;2;14;3.2;0;308;11;7;77
2023-04-08;2;14.5;2;0;299;12;8;79
2023-04-09;2;15.2;1.2;0;294;10;9;83
2023-04-10;2;15.6;0.6;0;261;15;17;71
2023-04-11;2.2;16.1;1.2;0;276;24;18;74
2023-04-12;2.4;21.4;4.4;0;288;17;48;66
2023-04-13;2;15.6;2.5;0;301;20;7;67
